cell_id,district,latitude,longitude,spatial_block_id,slope_mean,elevation_mean,curvature_mean,twi_mean,terrain_susceptibility_score,terrain_susceptibility_class,pu_terrain_similarity,pu_similarity_class,primary_terrain_contributors,label_status,historical_event_id
KOH_00101,Kohima,25.64017,93.923551,BLK_KOH_R14_C20,39.303085,2090.533447,-0.11165,5.252427,77.84,HIGH,0.0792,DISSIMILAR_TERRAIN,"Slope (58%), TWI (10%), Curvature (13%), Relief (19%)",UNKNOWN,
KOH_00102,Kohima,25.644685,93.923586,BLK_KOH_R14_C20,45.344044,1880.028076,0.170596,4.945677,69.57,MODERATE,0.0567,DISSIMILAR_TERRAIN,"Slope (65%), TWI (8%), Curvature (5%), Relief (22%)",UNKNOWN,
KOH_00103,Kohima,25.6492,93.92362,BLK_KOH_R14_C20,37.081688,1594.263428,-0.200845,6.098068,84.4,HIGH,0.2446,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (14%), Relief (18%)",UNKNOWN,
KOH_00104,Kohima,25.653714,93.923655,BLK_KOH_R14_C20,33.670727,1685.90332,0.220521,5.146273,67.45,MODERATE,0.2014,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (11%), Curvature (4%), Relief (22%)",UNKNOWN,
KOH_00105,Kohima,25.658229,93.92369,BLK_KOH_R14_C20,28.703402,1623.593994,-0.268579,6.093153,79.39,HIGH,0.3661,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (17%), Relief (18%)",UNKNOWN,
KOH_00106,Kohima,25.662743,93.923725,BLK_KOH_R14_C20,27.418524,1738.550781,0.194218,5.28428,61.31,MODERATE,0.4786,MODERATE_TERRAIN_SIMILARITY,"Slope (57%), TWI (13%), Curvature (5%), Relief (25%)",UNKNOWN,
KOH_00107,Kohima,25.667258,93.923759,BLK_KOH_R14_C20,42.315178,1617.057251,0.164047,4.861726,69.19,MODERATE,0.1124,DISSIMILAR_TERRAIN,"Slope (65%), TWI (8%), Curvature (6%), Relief (21%)",UNKNOWN,
KOH_00108,Kohima,25.671772,93.923794,BLK_KOH_R14_C20,42.698135,1265.953857,0.051218,5.217866,73.96,HIGH,0.1534,LOW_TERRAIN_SIMILARITY,"Slope (61%), TWI (10%), Curvature (9%), Relief (20%)",UNKNOWN,
KOH_00109,Kohima,25.676287,93.923829,BLK_KOH_R15_C20,32.108639,1041.765015,-0.316073,6.034357,82.99,HIGH,0.3324,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (15%), Curvature (18%), Relief (18%)",UNKNOWN,
KOH_00110,Kohima,25.680801,93.923864,BLK_KOH_R15_C20,33.816471,1243.791748,0.273478,5.118337,63.42,MODERATE,0.3593,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (11%), Curvature (2%), Relief (24%)",UNKNOWN,
KOH_00111,Kohima,25.685316,93.923899,BLK_KOH_R15_C20,34.577072,1242.281128,0.175295,5.133389,67.72,MODERATE,0.3228,LOW_TERRAIN_SIMILARITY,"Slope (62%), TWI (10%), Curvature (5%), Relief (23%)",UNKNOWN,
KOH_00112,Kohima,25.68983,93.923933,BLK_KOH_R15_C20,30.296564,994.107178,-0.167703,5.730573,77.85,HIGH,0.3504,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (14%), Curvature (14%), Relief (20%)",UNKNOWN,
KOH_00113,Kohima,25.694345,93.923968,BLK_KOH_R15_C20,22.886198,941.543579,-0.162316,6.145666,65.98,MODERATE,0.8355,HIGH_TERRAIN_SIMILARITY,"Slope (44%), TWI (20%), Curvature (17%), Relief (19%)",UNKNOWN,
KOH_00114,Kohima,25.69886,93.924003,BLK_KOH_R15_C20,21.173639,982.729248,0.173978,5.374311,49.78,LOW,0.7543,HIGH_TERRAIN_SIMILARITY,"Slope (55%), TWI (17%), Curvature (7%), Relief (21%)",UNKNOWN,
KOH_00115,Kohima,25.703374,93.924038,BLK_KOH_R15_C20,14.977211,855.485718,-0.037315,6.093856,49.42,LOW,0.5792,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (26%), Curvature (17%), Relief (15%)",UNKNOWN,
KOH_00116,Kohima,25.707889,93.924073,BLK_KOH_R15_C20,20.392937,754.009277,0.043043,5.942432,58.23,MODERATE,0.7551,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (21%), Curvature (11%), Relief (19%)",UNKNOWN,
KOH_00117,Kohima,25.712237,93.924281,BLK_KOH_R15_C20,21.000317,722.688354,-0.07843,6.226562,65.33,MODERATE,0.7236,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (21%), Curvature (14%), Relief (22%)",UNKNOWN,
KOH_00118,Kohima,25.715611,93.925753,BLK_KOH_R15_C20,28.658529,832.716858,-0.194161,5.449329,59.31,MODERATE,0.6506,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (15%), Curvature (20%), Relief (12%)",UNKNOWN,
KOH_00119,Kohima,25.600647,93.92978,BLK_KOH_R13_C20,20.830128,1915.156982,0.04536,5.687417,48.95,LOW,0.5577,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (22%), Curvature (13%), Relief (12%)",UNKNOWN,
KOH_00120,Kohima,25.604165,93.929111,BLK_KOH_R13_C20,21.988533,1869.581299,-0.218589,6.317506,63.4,MODERATE,0.5136,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (23%), Curvature (20%), Relief (14%)",UNKNOWN,
KOH_00121,Kohima,25.608556,93.928308,BLK_KOH_R13_C20,22.646441,1902.249512,0.002625,5.573153,57.94,MODERATE,0.587,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (17%), Curvature (13%), Relief (22%)",UNKNOWN,
KOH_00122,Kohima,25.613051,93.928322,BLK_KOH_R13_C20,28.510315,1839.889893,-0.101322,5.775383,68.76,MODERATE,0.6048,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (16%), Curvature (14%), Relief (22%)",UNKNOWN,
KOH_00123,Kohima,25.617566,93.928357,BLK_KOH_R13_C20,28.072575,1810.438721,0.191513,5.290281,58.8,MODERATE,0.5115,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (14%), Curvature (5%), Relief (26%)",UNKNOWN,
KOH_00124,Kohima,25.622081,93.928392,BLK_KOH_R13_C20,21.179384,1713.00647,-0.161779,6.18327,73.31,HIGH,0.4492,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (19%), Curvature (15%), Relief (20%)",UNKNOWN,
KOH_00125,Kohima,25.626595,93.928426,BLK_KOH_R13_C20,27.260075,1855.181641,0.021773,5.641526,69.1,MODERATE,0.4213,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (15%), Curvature (10%), Relief (22%)",UNKNOWN,
KOH_00126,Kohima,25.63111,93.928461,BLK_KOH_R14_C20,24.90554,2031.327026,0.120092,5.598239,66.2,MODERATE,0.2651,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (7%), Relief (23%)",UNKNOWN,
KOH_00127,Kohima,25.635624,93.928496,BLK_KOH_R14_C20,14.808183,2162.462402,0.152788,5.955073,52.32,MODERATE,0.2569,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (23%), Curvature (8%), Relief (16%)",UNKNOWN,
KOH_00128,Kohima,25.640139,93.928531,BLK_KOH_R14_C20,19.851189,2244.580078,0.156933,5.525239,55.37,MODERATE,0.2153,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (17%), Curvature (7%), Relief (19%)",UNKNOWN,
KOH_00129,Kohima,25.644653,93.928566,BLK_KOH_R14_C20,40.035973,2120.520264,0.107343,5.137846,72.2,HIGH,0.0792,DISSIMILAR_TERRAIN,"Slope (62%), TWI (10%), Curvature (7%), Relief (21%)",UNKNOWN,
KOH_00130,Kohima,25.649168,93.928601,BLK_KOH_R14_C20,39.117775,1882.502197,-0.243661,5.972068,85.31,VERY_HIGH,0.1452,DISSIMILAR_TERRAIN,"Slope (53%), TWI (14%), Curvature (15%), Relief (18%)",UNKNOWN,
KOH_00131,Kohima,25.653683,93.928636,BLK_KOH_R14_C20,34.897728,1913.522949,-0.02029,5.221218,71.87,HIGH,0.266,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (11%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_00132,Kohima,25.658197,93.928671,BLK_KOH_R14_C20,34.450611,1864.037354,0.220279,5.009241,66.28,MODERATE,0.1738,LOW_TERRAIN_SIMILARITY,"Slope (64%), TWI (10%), Curvature (4%), Relief (22%)",UNKNOWN,
KOH_00133,Kohima,25.662712,93.928706,BLK_KOH_R14_C20,39.824665,1682.657959,0.228176,4.95289,68.32,MODERATE,0.0736,DISSIMILAR_TERRAIN,"Slope (66%), TWI (9%), Curvature (3%), Relief (22%)",UNKNOWN,
KOH_00134,Kohima,25.667226,93.928741,BLK_KOH_R14_C20,41.357506,1340.682495,-0.339096,5.688622,85.55,VERY_HIGH,0.098,DISSIMILAR_TERRAIN,"Slope (53%), TWI (12%), Curvature (18%), Relief (17%)",UNKNOWN,
KOH_00135,Kohima,25.671741,93.928776,BLK_KOH_R14_C20,41.927567,1232.419312,-0.045343,5.307581,76.69,HIGH,0.1224,DISSIMILAR_TERRAIN,"Slope (59%), TWI (11%), Curvature (11%), Relief (19%)",UNKNOWN,
KOH_00136,Kohima,25.676255,93.928811,BLK_KOH_R15_C20,31.360716,1172.735352,-0.318775,6.0791,82.39,HIGH,0.3829,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (16%), Curvature (18%), Relief (18%)",UNKNOWN,
KOH_00137,Kohima,25.68077,93.928846,BLK_KOH_R15_C20,29.283731,1386.314697,-0.013239,5.56342,68.86,MODERATE,0.7294,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (11%), Relief (22%)",UNKNOWN,
KOH_00138,Kohima,25.685284,93.928881,BLK_KOH_R15_C20,27.840748,1399.464722,0.248825,5.115362,59.05,MODERATE,0.5312,MODERATE_TERRAIN_SIMILARITY,"Slope (60%), TWI (12%), Curvature (3%), Relief (25%)",UNKNOWN,
KOH_00139,Kohima,25.689799,93.928916,BLK_KOH_R15_C20,33.237289,1214.120972,0.214314,4.996269,65.51,MODERATE,0.2904,LOW_TERRAIN_SIMILARITY,"Slope (64%), TWI (10%), Curvature (4%), Relief (22%)",UNKNOWN,
KOH_00140,Kohima,25.694313,93.928951,BLK_KOH_R15_C20,20.503738,1048.01062,0.027837,5.701532,53.42,MODERATE,0.923,HIGH_TERRAIN_SIMILARITY,"Slope (50%), TWI (20%), Curvature (13%), Relief (17%)",UNKNOWN,
KOH_00141,Kohima,25.698828,93.928986,BLK_KOH_R15_C20,19.740778,938.373291,-0.065496,5.935609,56.91,MODERATE,0.8485,HIGH_TERRAIN_SIMILARITY,"Slope (45%), TWI (21%), Curvature (16%), Relief (18%)",UNKNOWN,
KOH_00142,Kohima,25.703342,93.929021,BLK_KOH_R15_C20,10.4992,838.770996,0.033973,6.592293,47.67,LOW,0.3942,LOW_TERRAIN_SIMILARITY,"Slope (37%), TWI (34%), Curvature (14%), Relief (15%)",UNKNOWN,
KOH_00143,Kohima,25.707857,93.929056,BLK_KOH_R15_C20,13.630746,732.769165,-0.069709,7.032498,58.89,MODERATE,0.4499,MODERATE_TERRAIN_SIMILARITY,"Slope (40%), TWI (32%), Curvature (15%), Relief (13%)",UNKNOWN,
KOH_00144,Kohima,25.712371,93.929091,BLK_KOH_R15_C20,24.341644,824.558899,-0.015597,6.135195,67.78,MODERATE,0.7976,HIGH_TERRAIN_SIMILARITY,"Slope (47%), TWI (20%), Curvature (12%), Relief (21%)",UNKNOWN,
KOH_00145,Kohima,25.716806,93.929223,BLK_KOH_R15_C20,22.727711,945.864624,0.260054,5.23935,47.46,LOW,0.619,MODERATE_TERRAIN_SIMILARITY,"Slope (63%), TWI (16%), Curvature (3%), Relief (18%)",UNKNOWN,
KOH_00146,Kohima,25.720831,93.930257,BLK_KOH_R16_C20,25.785118,803.297058,0.016575,5.789929,62.16,MODERATE,0.8005,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (18%), Curvature (11%), Relief (22%)",UNKNOWN,
KOH_00147,Kohima,25.592079,93.934514,BLK_KOH_R13_C20,20.904491,1800.572021,-0.693082,7.575743,69.44,MODERATE,0.0676,DISSIMILAR_TERRAIN,"Slope (39%), TWI (32%), Curvature (22%), Relief (7%)",UNKNOWN,
KOH_00148,Kohima,25.594913,93.934172,BLK_KOH_R13_C20,29.656076,1913.852539,0.14492,5.45673,62.93,MODERATE,0.4606,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (14%), Curvature (7%), Relief (24%)",UNKNOWN,
KOH_00149,Kohima,25.599648,93.933405,BLK_KOH_R13_C20,22.442141,2012.298706,0.065099,5.661903,56.96,MODERATE,0.5001,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_00150,Kohima,25.603991,93.933231,BLK_KOH_R13_C20,21.880604,2007.709961,-0.020713,5.935579,59.28,MODERATE,0.487,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (20%), Curvature (13%), Relief (23%)",UNKNOWN,
KOH_00151,Kohima,25.608505,93.933266,BLK_KOH_R13_C20,24.214218,2029.425049,0.171554,5.334366,54.52,MODERATE,0.4021,MODERATE_TERRAIN_SIMILARITY,"Slope (57%), TWI (15%), Curvature (7%), Relief (21%)",UNKNOWN,
KOH_00152,Kohima,25.61302,93.933301,BLK_KOH_R13_C20,30.050999,2004.549561,0.380082,4.916797,54.34,MODERATE,0.1419,DISSIMILAR_TERRAIN,"Slope (71%), TWI (11%), Curvature (0%), Relief (18%)",UNKNOWN,
KOH_00153,Kohima,25.617534,93.933336,BLK_KOH_R13_C20,32.671112,1828.331909,0.085139,5.092947,66.69,MODERATE,0.3388,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (10%), Curvature (8%), Relief (23%)",UNKNOWN,
KOH_00154,Kohima,25.622049,93.933371,BLK_KOH_R13_C20,23.573452,1743.729126,-0.13364,5.882662,68.94,MODERATE,0.4927,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (17%), Curvature (15%), Relief (18%)",UNKNOWN,
KOH_00155,Kohima,25.626563,93.933406,BLK_KOH_R13_C20,12.152138,1764.709961,-0.108928,7.098851,56.31,MODERATE,0.3582,LOW_TERRAIN_SIMILARITY,"Slope (37%), TWI (34%), Curvature (18%), Relief (11%)",UNKNOWN,
KOH_00156,Kohima,25.631078,93.933441,BLK_KOH_R14_C20,21.324787,1856.817749,-0.197996,6.623585,72.69,HIGH,0.5027,MODERATE_TERRAIN_SIMILARITY,"Slope (40%), TWI (23%), Curvature (16%), Relief (21%)",UNKNOWN,
KOH_00157,Kohima,25.635593,93.933476,BLK_KOH_R14_C20,27.452871,2023.939819,-0.127501,5.862621,70.81,HIGH,0.4385,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (16%), Curvature (15%), Relief (21%)",UNKNOWN,
KOH_00158,Kohima,25.640107,93.933512,BLK_KOH_R14_C20,22.644527,2176.26001,0.032118,5.680382,58.79,MODERATE,0.3778,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (18%), Curvature (12%), Relief (21%)",UNKNOWN,
KOH_00159,Kohima,25.644622,93.933547,BLK_KOH_R14_C20,23.233362,2243.747803,0.183743,5.340837,59.29,MODERATE,0.1198,DISSIMILAR_TERRAIN,"Slope (62%), TWI (14%), Curvature (6%), Relief (18%)",UNKNOWN,
KOH_00160,Kohima,25.649136,93.933582,BLK_KOH_R14_C20,30.902746,2247.565186,0.251562,5.169978,66.2,MODERATE,0.0725,DISSIMILAR_TERRAIN,"Slope (64%), TWI (11%), Curvature (3%), Relief (22%)",UNKNOWN,
KOH_00161,Kohima,25.653651,93.933617,BLK_KOH_R14_C20,36.721695,2155.081543,0.403827,4.845038,64.69,MODERATE,0.0497,DISSIMILAR_TERRAIN,"Slope (69%), TWI (8%), Curvature (0%), Relief (23%)",UNKNOWN,
KOH_00162,Kohima,25.658165,93.933652,BLK_KOH_R14_C20,42.419266,1861.016968,-0.279006,5.555582,83.5,HIGH,0.0741,DISSIMILAR_TERRAIN,"Slope (54%), TWI (12%), Curvature (17%), Relief (17%)",UNKNOWN,
KOH_00163,Kohima,25.66268,93.933687,BLK_KOH_R14_C20,41.469604,1556.259644,-0.419784,6.057868,87.86,VERY_HIGH,0.1332,DISSIMILAR_TERRAIN,"Slope (51%), TWI (15%), Curvature (17%), Relief (17%)",UNKNOWN,
KOH_00164,Kohima,25.667194,93.933722,BLK_KOH_R14_C20,38.469391,1490.347412,-0.197046,6.011369,83.15,HIGH,0.3103,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (14%), Relief (19%)",UNKNOWN,
KOH_00165,Kohima,25.671709,93.933758,BLK_KOH_R14_C20,39.780823,1482.842773,0.315095,4.788677,65.34,MODERATE,0.0902,DISSIMILAR_TERRAIN,"Slope (69%), TWI (8%), Curvature (1%), Relief (22%)",UNKNOWN,
KOH_00166,Kohima,25.676223,93.933793,BLK_KOH_R15_C20,31.921671,1296.832031,-0.237921,6.186386,81.02,HIGH,0.4688,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (17%), Curvature (16%), Relief (18%)",UNKNOWN,
KOH_00167,Kohima,25.680738,93.933828,BLK_KOH_R15_C20,31.013603,1503.695801,0.244122,5.154777,65.82,MODERATE,0.136,DISSIMILAR_TERRAIN,"Slope (66%), TWI (11%), Curvature (3%), Relief (20%)",UNKNOWN,
KOH_00168,Kohima,25.685252,93.933863,BLK_KOH_R15_C20,37.48204,1318.226807,-0.415985,5.622729,82.45,HIGH,0.2456,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (12%), Curvature (18%), Relief (19%)",UNKNOWN,
KOH_00169,Kohima,25.689767,93.933898,BLK_KOH_R15_C20,30.972828,1113.01123,-0.159334,5.672371,75.41,HIGH,0.5417,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (14%), Curvature (15%), Relief (19%)",UNKNOWN,
KOH_00170,Kohima,25.694282,93.933934,BLK_KOH_R15_C20,20.119602,991.046997,0.023976,5.749774,55.08,MODERATE,0.8905,HIGH_TERRAIN_SIMILARITY,"Slope (48%), TWI (20%), Curvature (13%), Relief (19%)",UNKNOWN,
KOH_00171,Kohima,25.698796,93.933969,BLK_KOH_R15_C20,19.270931,873.429138,0.001279,6.064067,58.45,MODERATE,0.8389,HIGH_TERRAIN_SIMILARITY,"Slope (47%), TWI (22%), Curvature (13%), Relief (18%)",UNKNOWN,
KOH_00172,Kohima,25.703311,93.934004,BLK_KOH_R15_C20,14.741728,786.790161,-0.070632,7.027652,59.36,MODERATE,0.4976,MODERATE_TERRAIN_SIMILARITY,"Slope (40%), TWI (32%), Curvature (15%), Relief (13%)",UNKNOWN,
KOH_00173,Kohima,25.707825,93.934039,BLK_KOH_R15_C20,16.124006,768.289673,-0.125752,6.393697,55.49,MODERATE,0.6221,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (27%), Curvature (19%), Relief (11%)",UNKNOWN,
KOH_00174,Kohima,25.71234,93.934074,BLK_KOH_R15_C20,22.977781,900.301331,0.090142,5.451025,57.09,MODERATE,0.8113,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (16%), Curvature (10%), Relief (23%)",UNKNOWN,
KOH_00175,Kohima,25.716854,93.93411,BLK_KOH_R15_C20,24.181604,925.660461,0.033376,5.607989,61.85,MODERATE,0.8572,HIGH_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (11%), Relief (23%)",UNKNOWN,
KOH_00176,Kohima,25.721158,93.934248,BLK_KOH_R16_C20,25.385393,789.05011,-0.140498,5.79372,65.32,MODERATE,0.7337,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (17%), Curvature (16%), Relief (18%)",UNKNOWN,
KOH_00177,Kohima,25.724575,93.936041,BLK_KOH_R16_C20,38.09684,867.748657,0.142174,4.72998,55.18,MODERATE,0.3134,LOW_TERRAIN_SIMILARITY,"Slope (72%), TWI (8%), Curvature (8%), Relief (12%)",UNKNOWN,
KOH_00178,Kohima,25.551112,93.93978,BLK_KOH_R12_C20,24.404526,1581.602539,0.400499,4.915588,36.57,LOW,0.2985,LOW_TERRAIN_SIMILARITY,"Slope (72%), TWI (16%), Curvature (0%), Relief (12%)",UNKNOWN,
KOH_00179,Kohima,25.552632,93.940092,BLK_KOH_R12_C20,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
KOH_00180,Kohima,25.586563,93.939248,BLK_KOH_R13_C20,20.740105,1796.706909,0.027515,5.596973,52.02,MODERATE,0.6492,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (19%), Curvature (13%), Relief (18%)",UNKNOWN,
KOH_00181,Kohima,25.590599,93.938396,BLK_KOH_R13_C20,21.371426,1880.41687,-0.020263,5.853715,57.4,MODERATE,0.6175,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (20%), Curvature (14%), Relief (15%)",UNKNOWN,
KOH_00182,Kohima,25.59493,93.938139,BLK_KOH_R13_C20,22.557306,1908.841431,-0.13827,6.203005,66.1,MODERATE,0.5628,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (21%), Curvature (16%), Relief (20%)",UNKNOWN,
KOH_00183,Kohima,25.599444,93.938175,BLK_KOH_R13_C20,25.576254,2082.04126,0.109693,5.396886,58.6,MODERATE,0.3748,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (15%), Curvature (9%), Relief (20%)",UNKNOWN,
KOH_00184,Kohima,25.603959,93.93821,BLK_KOH_R13_C20,25.60577,2084.252686,0.190436,5.256686,56.71,MODERATE,0.2978,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (14%), Curvature (6%), Relief (20%)",UNKNOWN,
KOH_00185,Kohima,25.608473,93.938245,BLK_KOH_R13_C20,26.029999,1945.590576,-0.096904,5.776007,69.16,MODERATE,0.5081,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (16%), Curvature (14%), Relief (22%)",UNKNOWN,
KOH_00186,Kohima,25.612988,93.93828,BLK_KOH_R13_C20,27.262867,1810.081909,-0.171818,5.832096,72.87,HIGH,0.473,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (16%), Relief (19%)",UNKNOWN,
KOH_00187,Kohima,25.617502,93.938316,BLK_KOH_R13_C20,25.080576,1730.589111,-0.252615,6.201108,71.97,HIGH,0.5272,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (19%), Curvature (18%), Relief (16%)",UNKNOWN,
KOH_00188,Kohima,25.622017,93.938351,BLK_KOH_R13_C20,31.291204,1919.921753,0.158616,5.116606,64.64,MODERATE,0.2873,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (11%), Curvature (6%), Relief (23%)",UNKNOWN,
KOH_00189,Kohima,25.626532,93.938386,BLK_KOH_R13_C20,23.333548,1896.307495,-0.078583,5.84705,63.62,MODERATE,0.6111,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (18%), Curvature (15%), Relief (22%)",UNKNOWN,
KOH_00190,Kohima,25.631046,93.938421,BLK_KOH_R14_C20,13.452061,1898.731445,-0.056443,6.723568,55.16,MODERATE,0.3774,LOW_TERRAIN_SIMILARITY,"Slope (38%), TWI (31%), Curvature (16%), Relief (15%)",UNKNOWN,
KOH_00191,Kohima,25.635561,93.938457,BLK_KOH_R14_C20,20.361919,1992.690918,-0.088581,6.140912,63.69,MODERATE,0.5035,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (21%), Curvature (15%), Relief (19%)",UNKNOWN,
KOH_00192,Kohima,25.640075,93.938492,BLK_KOH_R14_C20,25.109308,2174.460449,0.029057,5.812422,65.15,MODERATE,0.3381,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (17%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_00193,Kohima,25.64459,93.938527,BLK_KOH_R14_C20,14.596678,2301.381592,0.043509,5.99948,49.21,LOW,0.2245,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (25%), Curvature (13%), Relief (18%)",UNKNOWN,
KOH_00194,Kohima,25.649104,93.938563,BLK_KOH_R14_C20,20.795624,2298.437256,-0.100167,5.723161,57.36,MODERATE,0.2784,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (19%), Curvature (17%), Relief (17%)",UNKNOWN,
KOH_00195,Kohima,25.653619,93.938598,BLK_KOH_R14_C20,28.368982,2225.380127,-0.144287,5.864346,76.71,HIGH,0.1511,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (14%), Relief (20%)",UNKNOWN,
KOH_00196,Kohima,25.658133,93.938633,BLK_KOH_R14_C20,36.626499,2144.72876,0.273926,5.099691,68.21,MODERATE,0.0464,DISSIMILAR_TERRAIN,"Slope (66%), TWI (10%), Curvature (2%), Relief (22%)",UNKNOWN,
KOH_00197,Kohima,25.662648,93.938669,BLK_KOH_R14_C20,42.843147,1924.277222,-0.068809,5.466051,78.21,HIGH,0.1116,DISSIMILAR_TERRAIN,"Slope (58%), TWI (12%), Curvature (12%), Relief (18%)",UNKNOWN,
KOH_00198,Kohima,25.667162,93.938704,BLK_KOH_R14_C20,40.82169,1809.070312,0.115844,5.034895,71.36,HIGH,0.1359,DISSIMILAR_TERRAIN,"Slope (63%), TWI (9%), Curvature (7%), Relief (21%)",UNKNOWN,
KOH_00199,Kohima,25.671677,93.938739,BLK_KOH_R14_C20,38.892673,1548.678589,-0.198952,5.525852,81.51,HIGH,0.0985,DISSIMILAR_TERRAIN,"Slope (55%), TWI (12%), Curvature (15%), Relief (18%)",UNKNOWN,
KOH_00200,Kohima,25.676191,93.938775,BLK_KOH_R15_C20,29.083708,1495.972534,-0.127084,6.222593,74.96,HIGH,0.7024,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (19%), Curvature (14%), Relief (19%)",UNKNOWN,
KOH_00201,Kohima,25.680706,93.93881,BLK_KOH_R15_C20,33.200642,1623.168701,0.369978,4.815253,60.15,MODERATE,0.1852,LOW_TERRAIN_SIMILARITY,"Slope (68%), TWI (8%), Curvature (0%), Relief (24%)",UNKNOWN,
KOH_00202,Kohima,25.68522,93.938845,BLK_KOH_R15_C20,40.422909,1381.952881,0.318737,4.772574,65.16,MODERATE,0.1001,DISSIMILAR_TERRAIN,"Slope (69%), TWI (7%), Curvature (1%), Relief (23%)",UNKNOWN,
KOH_00203,Kohima,25.689735,93.938881,BLK_KOH_R15_C20,34.59586,1106.533569,-0.032732,5.397708,73.24,HIGH,0.4492,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_00204,Kohima,25.69425,93.938916,BLK_KOH_R15_C20,21.759192,934.897705,-0.183471,6.217552,69.91,MODERATE,0.7326,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (20%), Curvature (17%), Relief (19%)",UNKNOWN,
KOH_00205,Kohima,25.698764,93.938952,BLK_KOH_R15_C20,14.569559,843.084656,-0.116653,7.081824,59.75,MODERATE,0.4816,MODERATE_TERRAIN_SIMILARITY,"Slope (38%), TWI (32%), Curvature (17%), Relief (13%)",UNKNOWN,
KOH_00206,Kohima,25.703279,93.938987,BLK_KOH_R15_C20,24.966578,902.846436,0.074207,5.523602,60.72,MODERATE,0.8272,HIGH_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (10%), Relief (24%)",UNKNOWN,
