cell_id,district,ffsi_score,ffsi_class,primary_contributor,status
KOH_00001,Kohima,12.31,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00002,Kohima,14.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00003,Kohima,47.94,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00004,Kohima,13.6,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00005,Kohima,10.57,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00006,Kohima,7.06,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00007,Kohima,12.39,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00008,Kohima,17.37,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00009,Kohima,15.7,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00010,Kohima,14.49,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00011,Kohima,60.26,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00012,Kohima,62.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00013,Kohima,62.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00014,Kohima,49.14,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00015,Kohima,59.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00016,Kohima,64.23,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00017,Kohima,,,,INSUFFICIENT_DATA
KOH_00018,Kohima,20.85,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00019,Kohima,57.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00020,Kohima,58.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00021,Kohima,60.97,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00022,Kohima,62.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00023,Kohima,64.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00024,Kohima,63.02,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00025,Kohima,43.76,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00026,Kohima,59.2,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00027,Kohima,14.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00028,Kohima,55.1,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00029,Kohima,48.71,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00030,Kohima,15.55,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00031,Kohima,61.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00032,Kohima,,,,INSUFFICIENT_DATA
KOH_00033,Kohima,17.91,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00034,Kohima,11.6,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00035,Kohima,16.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00036,Kohima,16.91,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00037,Kohima,55.78,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00038,Kohima,52.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00039,Kohima,59.49,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00040,Kohima,59.23,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00041,Kohima,15.66,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00042,Kohima,15.49,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00043,Kohima,32.74,LOW,Large upstream contributing catchment,AVAILABLE
KOH_00044,Kohima,14.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00045,Kohima,11.64,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00046,Kohima,64.15,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00047,Kohima,63.6,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00048,Kohima,73.37,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00049,Kohima,67.7,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00050,Kohima,53.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00051,Kohima,69.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00052,Kohima,22.92,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00053,Kohima,18.37,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00054,Kohima,11.8,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00055,Kohima,19.33,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00056,Kohima,53.06,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00057,Kohima,56.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00058,Kohima,60.31,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00059,Kohima,53.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00060,Kohima,64.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00061,Kohima,14.2,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00062,Kohima,15.91,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00063,Kohima,18.48,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00064,Kohima,21.01,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00065,Kohima,65.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00066,Kohima,62.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00067,Kohima,63.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00068,Kohima,62.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00069,Kohima,55.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00070,Kohima,15.04,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00071,Kohima,54.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00072,Kohima,72.16,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00073,Kohima,50.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00074,Kohima,35.43,LOW,High topographic wetness convergence,AVAILABLE
KOH_00075,Kohima,22.86,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00076,Kohima,19.78,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00077,Kohima,14.14,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00078,Kohima,56.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00079,Kohima,62.78,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00080,Kohima,18.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00081,Kohima,57.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00082,Kohima,15.84,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00083,Kohima,12.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00084,Kohima,13.64,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00085,Kohima,63.71,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00086,Kohima,63.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00087,Kohima,28.21,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00088,Kohima,58.75,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00089,Kohima,61.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00090,Kohima,18.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00091,Kohima,23.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00092,Kohima,54.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00093,Kohima,63.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00094,Kohima,36.2,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00095,Kohima,64.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00096,Kohima,70.77,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00097,Kohima,69.89,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00098,Kohima,67.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00099,Kohima,64.44,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00100,Kohima,47.78,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00101,Kohima,15.35,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00102,Kohima,14.65,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00103,Kohima,60.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00104,Kohima,14.01,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00105,Kohima,58.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00106,Kohima,15.26,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00107,Kohima,13.45,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00108,Kohima,57.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00109,Kohima,63.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00110,Kohima,14.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00111,Kohima,15.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00112,Kohima,55.62,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00113,Kohima,52.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00114,Kohima,17.03,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00115,Kohima,62.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00116,Kohima,62.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00117,Kohima,70.49,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00118,Kohima,49.88,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00119,Kohima,55.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00120,Kohima,60.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00121,Kohima,55.02,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00122,Kohima,20.69,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00123,Kohima,14.83,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00124,Kohima,70.67,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00125,Kohima,22.82,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00126,Kohima,17.04,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00127,Kohima,23.43,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00128,Kohima,18.59,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00129,Kohima,15.04,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00130,Kohima,36.27,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00131,Kohima,16.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00132,Kohima,15.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00133,Kohima,11.48,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00134,Kohima,60.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00135,Kohima,58.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00136,Kohima,61.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00137,Kohima,17.33,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00138,Kohima,14.04,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00139,Kohima,12.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00140,Kohima,20.82,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00141,Kohima,22.9,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00142,Kohima,66.46,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00143,Kohima,79.44,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00144,Kohima,67.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00145,Kohima,15.84,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00146,Kohima,55.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00147,Kohima,77.2,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00148,Kohima,48.88,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00149,Kohima,54.91,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00150,Kohima,20.89,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00151,Kohima,16.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00152,Kohima,10.26,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00153,Kohima,59.69,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00154,Kohima,68.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00155,Kohima,76.94,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00156,Kohima,69.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00157,Kohima,62.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00158,Kohima,60.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00159,Kohima,56.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00160,Kohima,12.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00161,Kohima,53.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00162,Kohima,59.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00163,Kohima,62.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00164,Kohima,60.89,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00165,Kohima,51.25,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00166,Kohima,62.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00167,Kohima,14.03,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00168,Kohima,18.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00169,Kohima,57.4,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00170,Kohima,59.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00171,Kohima,63.96,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00172,Kohima,76.84,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00173,Kohima,73.25,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00174,Kohima,18.15,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00175,Kohima,36.4,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00176,Kohima,60.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00177,Kohima,44.24,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00178,Kohima,11.08,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00179,Kohima,,,,INSUFFICIENT_DATA
KOH_00180,Kohima,55.0,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00181,Kohima,62.68,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00182,Kohima,58.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00183,Kohima,16.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00184,Kohima,16.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00185,Kohima,21.34,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00186,Kohima,57.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00187,Kohima,68.46,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00188,Kohima,13.71,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00189,Kohima,60.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00190,Kohima,68.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00191,Kohima,64.12,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00192,Kohima,61.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00193,Kohima,36.42,LOW,Large upstream contributing catchment,AVAILABLE
KOH_00194,Kohima,22.11,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00195,Kohima,61.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00196,Kohima,34.88,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00197,Kohima,17.51,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00198,Kohima,15.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00199,Kohima,54.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00200,Kohima,59.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00201,Kohima,9.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00202,Kohima,33.6,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00203,Kohima,57.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00204,Kohima,65.79,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00205,Kohima,78.95,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00206,Kohima,48.71,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00207,Kohima,62.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00208,Kohima,65.02,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00209,Kohima,18.9,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00210,Kohima,17.89,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00211,Kohima,18.02,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00212,Kohima,16.45,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00213,Kohima,17.98,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00214,Kohima,34.02,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00215,Kohima,69.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00216,Kohima,53.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00217,Kohima,61.76,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00218,Kohima,42.93,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00219,Kohima,57.44,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00220,Kohima,56.28,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00221,Kohima,56.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00222,Kohima,62.03,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00223,Kohima,20.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00224,Kohima,18.01,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00225,Kohima,56.85,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00226,Kohima,16.6,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00227,Kohima,69.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00228,Kohima,54.96,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00229,Kohima,12.2,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00230,Kohima,16.99,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00231,Kohima,65.28,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00232,Kohima,23.06,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00233,Kohima,56.75,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00234,Kohima,61.65,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00235,Kohima,23.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00236,Kohima,59.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00237,Kohima,62.75,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00238,Kohima,19.57,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00239,Kohima,14.13,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00240,Kohima,16.46,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00241,Kohima,11.4,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00242,Kohima,55.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00243,Kohima,59.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00244,Kohima,13.91,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00245,Kohima,18.08,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00246,Kohima,70.39,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00247,Kohima,61.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00248,Kohima,47.7,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00249,Kohima,60.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00250,Kohima,35.37,LOW,High topographic wetness convergence,AVAILABLE
KOH_00251,Kohima,18.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00252,Kohima,33.47,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00253,Kohima,61.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00254,Kohima,11.49,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00255,Kohima,19.51,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00256,Kohima,67.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00257,Kohima,64.1,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00258,Kohima,15.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00259,Kohima,57.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00260,Kohima,50.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00261,Kohima,73.48,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00262,Kohima,58.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00263,Kohima,48.25,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00264,Kohima,17.48,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00265,Kohima,15.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00266,Kohima,17.49,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00267,Kohima,59.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00268,Kohima,64.97,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00269,Kohima,74.7,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00270,Kohima,70.34,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00271,Kohima,17.9,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00272,Kohima,13.46,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00273,Kohima,42.07,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00274,Kohima,20.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00275,Kohima,15.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00276,Kohima,26.34,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00277,Kohima,52.49,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00278,Kohima,58.56,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00279,Kohima,61.12,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00280,Kohima,23.95,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00281,Kohima,56.31,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00282,Kohima,13.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00283,Kohima,20.88,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00284,Kohima,17.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00285,Kohima,14.95,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00286,Kohima,10.61,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00287,Kohima,63.97,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00288,Kohima,68.72,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00289,Kohima,38.67,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00290,Kohima,61.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00291,Kohima,19.02,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00292,Kohima,21.54,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00293,Kohima,24.2,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00294,Kohima,62.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00295,Kohima,62.27,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00296,Kohima,,,,INSUFFICIENT_DATA
KOH_00297,Kohima,6.2,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00298,Kohima,64.86,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00299,Kohima,66.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00300,Kohima,26.19,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00301,Kohima,14.86,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00302,Kohima,19.38,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00303,Kohima,18.53,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00304,Kohima,62.19,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00305,Kohima,62.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00306,Kohima,18.94,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00307,Kohima,12.65,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00308,Kohima,18.01,VERY_LOW,Large upstream contributing catchment,AVAILABLE
