cell_id,district,ffsi_score,ffsi_class,primary_contributor,status
AIZ_06847,Aizawl,61.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06848,Aizawl,16.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06849,Aizawl,61.65,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06850,Aizawl,58.34,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06851,Aizawl,63.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06852,Aizawl,42.02,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06853,Aizawl,66.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06854,Aizawl,26.04,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06855,Aizawl,57.1,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06856,Aizawl,63.71,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06857,Aizawl,59.29,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06858,Aizawl,43.24,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06859,Aizawl,57.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06860,Aizawl,16.26,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06861,Aizawl,19.03,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06862,Aizawl,59.46,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06863,Aizawl,62.62,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06864,Aizawl,17.47,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06865,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06866,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06867,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06868,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06869,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06870,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06871,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06872,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06873,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06874,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06875,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06876,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06877,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06878,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06879,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06880,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06881,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06882,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06883,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06884,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06885,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06886,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06887,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06888,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06889,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06890,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06891,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06892,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06893,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06894,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06895,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06896,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06897,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06898,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06899,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06900,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06901,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06902,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06903,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06904,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06905,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06906,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06907,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06908,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06909,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06910,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06911,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06912,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06913,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06914,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06915,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06916,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06917,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06918,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06919,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06920,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06921,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06922,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06923,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06924,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06925,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06926,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06927,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06928,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06929,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06930,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06931,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06932,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06933,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06934,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06935,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06936,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06937,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06938,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06939,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06940,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06941,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06942,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06943,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06944,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06945,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06946,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06947,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06948,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06949,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06950,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06951,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06952,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06953,Aizawl,,,,INSUFFICIENT_DATA
AIZ_06954,Aizawl,61.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06955,Aizawl,11.94,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06956,Aizawl,18.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06957,Aizawl,16.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06958,Aizawl,61.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06959,Aizawl,14.38,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06960,Aizawl,61.41,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06961,Aizawl,59.41,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06962,Aizawl,67.9,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06963,Aizawl,22.04,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_06964,Aizawl,15.89,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06965,Aizawl,59.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06966,Aizawl,18.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06967,Aizawl,62.31,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06968,Aizawl,62.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06969,Aizawl,18.83,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06970,Aizawl,57.97,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06971,Aizawl,69.06,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06972,Aizawl,38.43,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06973,Aizawl,13.86,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06974,Aizawl,20.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06975,Aizawl,17.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06976,Aizawl,16.11,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06977,Aizawl,14.3,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06978,Aizawl,56.53,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06979,Aizawl,28.67,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06980,Aizawl,65.81,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06981,Aizawl,15.57,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06982,Aizawl,18.93,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06983,Aizawl,30.66,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06984,Aizawl,25.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06985,Aizawl,15.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06986,Aizawl,14.94,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06987,Aizawl,16.71,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06988,Aizawl,63.82,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06989,Aizawl,13.24,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_06990,Aizawl,36.1,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06991,Aizawl,59.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06992,Aizawl,71.1,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06993,Aizawl,62.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06994,Aizawl,64.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06995,Aizawl,64.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06996,Aizawl,63.06,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06997,Aizawl,67.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06998,Aizawl,68.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_06999,Aizawl,66.72,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07000,Aizawl,27.14,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07001,Aizawl,17.98,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07002,Aizawl,17.07,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07003,Aizawl,16.05,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07004,Aizawl,17.33,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07005,Aizawl,16.18,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07006,Aizawl,12.37,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07007,Aizawl,12.98,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07008,Aizawl,15.61,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07009,Aizawl,12.5,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07010,Aizawl,16.56,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07011,Aizawl,60.24,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07012,Aizawl,23.51,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07013,Aizawl,16.22,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07014,Aizawl,56.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07015,Aizawl,64.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07016,Aizawl,20.77,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07017,Aizawl,38.98,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07018,Aizawl,63.72,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07019,Aizawl,59.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07020,Aizawl,57.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07021,Aizawl,61.05,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07022,Aizawl,18.31,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07023,Aizawl,20.32,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07024,Aizawl,63.51,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07025,Aizawl,18.14,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07026,Aizawl,44.87,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07027,Aizawl,64.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07028,Aizawl,63.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07029,Aizawl,62.24,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07030,Aizawl,28.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07031,Aizawl,60.7,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07032,Aizawl,23.11,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07033,Aizawl,64.2,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07034,Aizawl,58.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07035,Aizawl,29.29,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07036,Aizawl,60.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07037,Aizawl,35.66,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07038,Aizawl,60.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07039,Aizawl,60.51,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07040,Aizawl,61.25,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07041,Aizawl,60.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07042,Aizawl,21.66,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07043,Aizawl,56.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07044,Aizawl,28.56,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07045,Aizawl,59.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07046,Aizawl,18.01,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07047,Aizawl,62.62,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07048,Aizawl,20.88,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07049,Aizawl,19.63,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07050,Aizawl,60.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07051,Aizawl,61.45,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07052,Aizawl,56.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07053,Aizawl,61.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07054,Aizawl,59.9,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07055,Aizawl,15.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07056,Aizawl,59.87,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07057,Aizawl,57.7,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07058,Aizawl,47.13,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07059,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07060,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07061,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07062,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07063,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07064,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07065,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07066,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07067,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07068,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07069,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07070,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07071,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07072,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07073,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07074,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07075,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07076,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07077,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07078,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07079,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07080,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07081,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07082,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07083,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07084,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07085,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07086,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07087,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07088,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07089,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07090,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07091,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07092,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07093,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07094,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07095,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07096,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07097,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07098,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07099,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07100,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07101,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07102,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07103,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07104,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07105,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07106,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07107,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07108,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07109,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07110,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07111,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07112,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07113,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07114,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07115,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07116,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07117,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07118,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07119,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07120,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07121,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07122,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07123,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07124,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07125,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07126,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07127,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07128,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07129,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07130,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07131,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07132,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07133,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07134,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07135,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07136,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07137,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07138,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07139,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07140,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07141,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07142,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07143,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07144,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07145,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07146,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07147,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07148,Aizawl,,,,INSUFFICIENT_DATA
AIZ_07149,Aizawl,54.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07150,Aizawl,22.33,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07151,Aizawl,13.15,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07152,Aizawl,15.46,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07153,Aizawl,58.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07154,Aizawl,13.68,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07155,Aizawl,60.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07156,Aizawl,13.06,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07157,Aizawl,69.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07158,Aizawl,62.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07159,Aizawl,22.16,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07160,Aizawl,15.67,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_07161,Aizawl,17.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07162,Aizawl,63.0,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07163,Aizawl,20.06,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07164,Aizawl,17.92,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07165,Aizawl,50.18,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07166,Aizawl,64.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07167,Aizawl,58.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07168,Aizawl,60.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07169,Aizawl,54.3,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07170,Aizawl,18.62,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07171,Aizawl,19.62,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07172,Aizawl,59.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07173,Aizawl,59.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07174,Aizawl,62.91,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07175,Aizawl,64.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07176,Aizawl,58.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07177,Aizawl,15.35,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07178,Aizawl,12.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07179,Aizawl,13.56,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07180,Aizawl,16.65,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07181,Aizawl,45.7,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07182,Aizawl,67.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07183,Aizawl,61.85,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07184,Aizawl,16.44,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07185,Aizawl,59.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07186,Aizawl,42.06,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07187,Aizawl,59.27,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07188,Aizawl,21.09,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_07189,Aizawl,60.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07190,Aizawl,58.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07191,Aizawl,46.77,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07192,Aizawl,67.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07193,Aizawl,64.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07194,Aizawl,63.05,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07195,Aizawl,71.15,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07196,Aizawl,66.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07197,Aizawl,69.26,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07198,Aizawl,66.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07199,Aizawl,65.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07200,Aizawl,66.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_07201,Aizawl,65.92,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
