cell_id,district,exposure_status,nearest_road_distance_m,nearest_road_class,road_length_in_cell_m,nearest_hospital_distance_m,nearest_hospital_name,nearest_school_distance_m,nearest_school_name
KOH_00001,Kohima,AVAILABLE,4098.8,secondary,0.0,20250.7,Naga Hospital,11954.8,Government High School
KOH_00002,Kohima,AVAILABLE,4504.8,secondary,0.0,20337.5,Naga Hospital,12128.1,Government High School
KOH_00003,Kohima,AVAILABLE,4679.4,residential,0.0,20301.6,Naga Hospital,12202.5,Government High School
KOH_00004,Kohima,AVAILABLE,4206.0,residential,0.0,20208.6,Naga Hospital,12231.9,Government High School
KOH_00005,Kohima,AVAILABLE,3734.8,residential,0.0,20123.8,Naga Hospital,12277.8,Government High School
KOH_00006,Kohima,AVAILABLE,3384.2,residential,0.0,20065.2,Naga Hospital,12322.6,Government High School
KOH_00007,Kohima,AVAILABLE,3451.8,secondary,0.0,19851.4,Naga Hospital,11446.3,Government High School
KOH_00008,Kohima,AVAILABLE,3847.2,secondary,0.0,19921.3,Naga Hospital,11597.4,Government High School
KOH_00009,Kohima,AVAILABLE,4304.6,secondary,0.0,19880.4,Naga Hospital,11667.7,Government High School
KOH_00010,Kohima,AVAILABLE,4732.2,residential,0.0,19839.6,Naga Hospital,11748.9,Government High School
KOH_00011,Kohima,AVAILABLE,4241.2,residential,0.0,19811.3,Naga Hospital,11850.7,Government High School
KOH_00012,Kohima,AVAILABLE,3752.5,residential,0.0,19795.6,Naga Hospital,11972.5,Government High School
KOH_00013,Kohima,AVAILABLE,3273.2,residential,0.0,19781.4,Naga Hospital,12100.8,Government High School
KOH_00014,Kohima,AVAILABLE,2811.8,residential,0.0,19731.7,Naga Hospital,12202.3,Government High School
KOH_00015,Kohima,AVAILABLE,2351.9,residential,0.0,19694.6,Naga Hospital,12327.4,Government High School
KOH_00016,Kohima,AVAILABLE,1996.5,residential,0.0,19670.0,Naga Hospital,12439.9,Government High School
KOH_00017,Kohima,AVAILABLE,1908.7,secondary,0.0,19509.2,Naga Hospital,10837.0,Government High School
KOH_00018,Kohima,AVAILABLE,2221.8,secondary,0.0,19489.5,Naga Hospital,10870.0,Government High School
KOH_00019,Kohima,AVAILABLE,2727.4,secondary,0.0,19457.4,Naga Hospital,10931.2,Government High School
KOH_00020,Kohima,AVAILABLE,3197.8,secondary,0.0,19497.5,Naga Hospital,11063.3,Government High School
KOH_00021,Kohima,AVAILABLE,3671.2,secondary,0.0,19437.4,Naga Hospital,11110.0,Government High School
KOH_00022,Kohima,AVAILABLE,4151.1,secondary,0.0,19382.7,Naga Hospital,11172.9,Government High School
KOH_00023,Kohima,AVAILABLE,4634.9,secondary,0.0,19340.8,Naga Hospital,11257.7,Government High School
KOH_00024,Kohima,AVAILABLE,4356.3,residential,0.0,19311.8,Naga Hospital,11363.9,Government High School
KOH_00025,Kohima,AVAILABLE,3878.4,residential,0.0,19295.7,Naga Hospital,11490.9,Government High School
KOH_00026,Kohima,AVAILABLE,3406.9,residential,0.0,19292.6,Naga Hospital,11638.0,Government High School
KOH_00027,Kohima,AVAILABLE,2944.7,residential,0.0,19302.4,Naga Hospital,11804.5,Government High School
KOH_00028,Kohima,AVAILABLE,2497.2,residential,0.0,19325.1,Naga Hospital,11989.5,Government High School
KOH_00029,Kohima,AVAILABLE,2074.1,residential,0.0,19360.6,Naga Hospital,12191.9,Government High School
KOH_00030,Kohima,AVAILABLE,1746.5,residential,0.0,19356.0,Naga Hospital,12355.2,Government High School
KOH_00031,Kohima,AVAILABLE,1562.8,residential,0.0,19302.5,Naga Hospital,12473.8,Government High School
KOH_00032,Kohima,AVAILABLE,1513.9,residential,0.0,19265.5,Naga Hospital,12565.1,Government High School
KOH_00033,Kohima,AVAILABLE,1252.9,secondary,0.0,19183.5,Kohima Diagnostic Center,10430.2,Government High School
KOH_00034,Kohima,AVAILABLE,1629.9,secondary,0.0,19254.5,Naga Hospital,10548.2,Government High School
KOH_00035,Kohima,AVAILABLE,2090.8,secondary,0.0,19186.8,Naga Hospital,10555.8,Government High School
KOH_00036,Kohima,AVAILABLE,2573.3,secondary,0.0,19092.2,Naga Hospital,10551.2,Government High School
KOH_00037,Kohima,AVAILABLE,3061.5,secondary,0.0,19010.3,Naga Hospital,10570.2,Government High School
KOH_00038,Kohima,AVAILABLE,3530.6,secondary,0.0,18941.2,Naga Hospital,10612.8,Government High School
KOH_00039,Kohima,AVAILABLE,3992.0,secondary,0.0,18885.1,Naga Hospital,10678.7,Government High School
KOH_00040,Kohima,AVAILABLE,4446.8,secondary,0.0,18842.1,Naga Hospital,10767.4,Government High School
KOH_00041,Kohima,AVAILABLE,4457.5,residential,0.0,18812.4,Naga Hospital,10878.3,Government High School
KOH_00042,Kohima,AVAILABLE,4013.1,residential,0.0,18795.8,Naga Hospital,11010.9,Government High School
KOH_00043,Kohima,AVAILABLE,3583.5,residential,0.0,18792.6,Naga Hospital,11164.4,Government High School
KOH_00044,Kohima,AVAILABLE,3174.4,residential,0.0,18802.7,Naga Hospital,11337.8,Government High School
KOH_00045,Kohima,AVAILABLE,2773.9,residential,0.0,18826.0,Naga Hospital,11530.3,Government High School
KOH_00046,Kohima,AVAILABLE,2399.8,residential,0.0,18862.6,Naga Hospital,11740.9,Government High School
KOH_00047,Kohima,AVAILABLE,2079.4,residential,0.0,18912.3,Naga Hospital,11968.8,Government High School
KOH_00048,Kohima,AVAILABLE,1840.8,residential,0.0,18975.1,Naga Hospital,12212.9,Government High School
KOH_00049,Kohima,AVAILABLE,1707.3,residential,0.0,18980.5,Naga Hospital,12395.7,Government High School
KOH_00050,Kohima,AVAILABLE,1531.2,residential,0.0,18922.9,Naga Hospital,12472.3,Government Primary School
KOH_00051,Kohima,AVAILABLE,625.6,secondary,0.0,18809.2,Kohima Diagnostic Center,10030.4,Government High School
KOH_00052,Kohima,AVAILABLE,1027.1,secondary,0.0,18875.0,Kohima Diagnostic Center,10111.4,Government High School
KOH_00053,Kohima,AVAILABLE,1503.6,secondary,0.0,18807.3,Naga Hospital,10085.8,Government High School
KOH_00054,Kohima,AVAILABLE,1963.7,secondary,0.0,18697.4,Naga Hospital,10056.1,Government High School
KOH_00055,Kohima,AVAILABLE,2414.0,secondary,0.0,18600.3,Naga Hospital,10051.2,Government High School
KOH_00056,Kohima,AVAILABLE,2874.9,secondary,0.0,18516.2,Naga Hospital,10071.2,Government High School
KOH_00057,Kohima,AVAILABLE,3330.6,secondary,0.0,18445.2,Naga Hospital,10115.9,Government High School
KOH_00058,Kohima,AVAILABLE,3796.6,secondary,0.0,18387.6,Naga Hospital,10185.0,Government High School
KOH_00059,Kohima,AVAILABLE,4270.3,secondary,0.0,18343.5,Naga Hospital,10277.9,Government High School
KOH_00060,Kohima,AVAILABLE,4263.9,residential,0.0,18312.9,Naga Hospital,10394.2,Government High School
KOH_00061,Kohima,AVAILABLE,3797.0,residential,0.0,18295.9,Naga Hospital,10532.8,Government High School
KOH_00062,Kohima,AVAILABLE,3339.6,residential,0.0,18292.6,Naga Hospital,10693.1,Government High School
KOH_00063,Kohima,AVAILABLE,2896.4,residential,0.0,18303.0,Naga Hospital,10874.1,Government High School
KOH_00064,Kohima,AVAILABLE,2474.8,residential,0.0,18326.9,Naga Hospital,11074.6,Government High School
KOH_00065,Kohima,AVAILABLE,2087.3,residential,0.0,18364.5,Naga Hospital,11293.8,Government High School
KOH_00066,Kohima,AVAILABLE,1747.6,residential,0.0,18415.6,Naga Hospital,11530.5,Government High School
KOH_00067,Kohima,AVAILABLE,1444.3,residential,0.0,18480.1,Naga Hospital,11783.6,Government High School
KOH_00068,Kohima,AVAILABLE,1270.9,residential,0.0,18557.8,Naga Hospital,12052.2,Government High School
KOH_00069,Kohima,AVAILABLE,1186.8,residential,0.0,18620.9,Naga Hospital,12148.2,Government Primary School
KOH_00070,Kohima,AVAILABLE,915.0,residential,0.0,18553.6,Naga Hospital,12038.8,Government Primary School
KOH_00071,Kohima,AVAILABLE,420.4,secondary,0.0,18643.4,Kohima Diagnostic Center,9863.4,Government High School
KOH_00072,Kohima,AVAILABLE,52.6,secondary,438.3,18574.3,Kohima Diagnostic Center,9788.0,Government High School
KOH_00073,Kohima,AVAILABLE,446.7,secondary,0.0,18506.9,Kohima Diagnostic Center,9723.8,Government High School
KOH_00074,Kohima,AVAILABLE,847.6,secondary,0.0,18412.7,Kohima Diagnostic Center,9644.7,Government High School
KOH_00075,Kohima,AVAILABLE,1299.8,secondary,0.0,18321.3,Naga Hospital,9587.6,Government High School
KOH_00076,Kohima,AVAILABLE,1757.1,secondary,0.0,18208.5,Naga Hospital,9556.4,Government High School
KOH_00077,Kohima,AVAILABLE,2216.3,secondary,0.0,18108.8,Naga Hospital,9551.3,Government High School
KOH_00078,Kohima,AVAILABLE,2689.4,secondary,0.0,18022.4,Naga Hospital,9572.3,Government High School
KOH_00079,Kohima,AVAILABLE,3170.8,secondary,0.0,17949.5,Naga Hospital,9619.3,Government High School
KOH_00080,Kohima,AVAILABLE,3657.1,secondary,0.0,17890.3,Naga Hospital,9691.9,Government High School
KOH_00081,Kohima,AVAILABLE,4146.4,secondary,0.0,17844.9,Naga Hospital,9789.6,Government High School
KOH_00082,Kohima,AVAILABLE,4121.7,residential,0.0,17813.5,Naga Hospital,9911.5,Government High School
KOH_00083,Kohima,AVAILABLE,3636.8,residential,0.0,17796.0,Naga Hospital,10056.9,Government High School
KOH_00084,Kohima,AVAILABLE,3156.7,residential,0.0,17792.6,Naga Hospital,10224.6,Government High School
KOH_00085,Kohima,AVAILABLE,2683.4,residential,0.0,17803.3,Naga Hospital,10413.7,Government High School
KOH_00086,Kohima,AVAILABLE,2221.8,residential,0.0,17827.9,Naga Hospital,10623.0,Government High School
KOH_00087,Kohima,AVAILABLE,1781.2,residential,0.0,17866.5,Naga Hospital,10851.2,Government High School
KOH_00088,Kohima,AVAILABLE,1380.6,residential,0.0,17919.0,Naga Hospital,11097.4,Government High School
KOH_00089,Kohima,AVAILABLE,1040.6,residential,0.0,17985.3,Naga Hospital,11360.2,Government High School
KOH_00090,Kohima,AVAILABLE,783.4,residential,0.0,18065.1,Naga Hospital,11638.6,Government High School
KOH_00091,Kohima,AVAILABLE,709.7,residential,0.0,18158.4,Naga Hospital,11675.1,Government Primary School
KOH_00092,Kohima,AVAILABLE,569.9,residential,0.0,18238.8,Naga Hospital,11702.4,Government Primary School
KOH_00093,Kohima,AVAILABLE,206.9,residential,0.0,18199.0,Naga Hospital,11624.1,Government Primary School
KOH_00094,Kohima,AVAILABLE,938.5,secondary,0.0,18330.6,Kohima Diagnostic Center,9576.3,Government High School
KOH_00095,Kohima,AVAILABLE,514.6,secondary,0.0,18261.4,Kohima Diagnostic Center,9487.4,Government High School
KOH_00096,Kohima,AVAILABLE,143.8,secondary,362.5,18135.0,Kohima Diagnostic Center,9349.6,Government High School
KOH_00097,Kohima,AVAILABLE,200.9,secondary,384.0,18021.5,Kohima Diagnostic Center,9236.8,Government High School
KOH_00098,Kohima,AVAILABLE,639.3,secondary,0.0,17921.3,Kohima Diagnostic Center,9149.9,Government High School
KOH_00099,Kohima,AVAILABLE,1109.4,secondary,0.0,17834.5,Kohima Diagnostic Center,9089.7,Government High School
KOH_00100,Kohima,AVAILABLE,1596.9,secondary,0.0,17720.2,Naga Hospital,9056.7,Government High School
KOH_00101,Kohima,AVAILABLE,2089.9,secondary,0.0,17617.8,Naga Hospital,9051.4,Government High School
KOH_00102,Kohima,AVAILABLE,2585.1,secondary,0.0,17529.0,Naga Hospital,9073.5,Government High School
KOH_00103,Kohima,AVAILABLE,3081.8,secondary,0.0,17454.0,Naga Hospital,9123.1,Government High School
KOH_00104,Kohima,AVAILABLE,3579.4,secondary,0.0,17393.1,Naga Hospital,9199.7,Government High School
KOH_00105,Kohima,AVAILABLE,4077.6,secondary,0.0,17346.5,Naga Hospital,9302.5,Government High School
KOH_00106,Kohima,AVAILABLE,4012.5,residential,0.0,17314.1,Naga Hospital,9430.7,Government High School
KOH_00107,Kohima,AVAILABLE,3525.0,residential,0.0,17296.2,Naga Hospital,9583.3,Government High School
KOH_00108,Kohima,AVAILABLE,3041.6,residential,0.0,17292.6,Naga Hospital,9759.2,Government High School
KOH_00109,Kohima,AVAILABLE,2550.9,residential,0.0,17303.6,Naga Hospital,9957.2,Government High School
KOH_00110,Kohima,AVAILABLE,2060.5,residential,0.0,17328.9,Naga Hospital,10175.8,Government High School
KOH_00111,Kohima,AVAILABLE,1576.0,residential,0.0,17368.7,Naga Hospital,10413.9,Government High School
KOH_00112,Kohima,AVAILABLE,1104.7,residential,0.0,17422.7,Naga Hospital,10670.1,Government High School
KOH_00113,Kohima,AVAILABLE,675.0,residential,0.0,17490.8,Naga Hospital,10943.2,Government High School
KOH_00114,Kohima,AVAILABLE,334.3,residential,0.0,17572.9,Naga Hospital,11145.1,Government Primary School
KOH_00115,Kohima,AVAILABLE,210.5,residential,186.7,17668.8,Naga Hospital,11176.8,Government Primary School
KOH_00116,Kohima,AVAILABLE,366.1,track,0.0,17778.2,Naga Hospital,11230.7,Government Primary School
KOH_00117,Kohima,AVAILABLE,130.6,track,923.2,17879.3,Naga Hospital,11286.1,Government Primary School
KOH_00118,Kohima,AVAILABLE,163.5,track,0.0,17840.2,Naga Hospital,11214.6,Government Primary School
KOH_00119,Kohima,AVAILABLE,1943.4,secondary,0.0,18056.1,Kohima Diagnostic Center,9395.3,Government High School
KOH_00120,Kohima,AVAILABLE,1654.8,secondary,0.0,17991.8,Kohima Diagnostic Center,9290.8,Government High School
KOH_00121,Kohima,AVAILABLE,1195.9,secondary,0.0,17920.3,Kohima Diagnostic Center,9179.4,Government High School
KOH_00122,Kohima,AVAILABLE,832.7,secondary,0.0,17780.0,Kohima Diagnostic Center,9011.8,Government High School
KOH_00123,Kohima,AVAILABLE,408.0,secondary,0.0,17650.1,Kohima Diagnostic Center,8866.5,Government High School
KOH_00124,Kohima,AVAILABLE,75.0,secondary,519.3,17533.4,Kohima Diagnostic Center,8747.4,Government High School
KOH_00125,Kohima,AVAILABLE,562.6,secondary,0.0,17430.4,Kohima Diagnostic Center,8655.6,Government High School
KOH_00126,Kohima,AVAILABLE,1061.7,secondary,0.0,17341.1,Kohima Diagnostic Center,8592.0,Government High School
KOH_00127,Kohima,AVAILABLE,1561.1,secondary,0.0,17232.7,Naga Hospital,8557.1,Government High School
KOH_00128,Kohima,AVAILABLE,2060.8,secondary,0.0,17127.3,Naga Hospital,8551.4,Government High School
KOH_00129,Kohima,AVAILABLE,2560.6,secondary,0.0,17035.9,Naga Hospital,8574.9,Government High School
KOH_00130,Kohima,AVAILABLE,3060.4,secondary,0.0,16958.8,Naga Hospital,8627.4,Government High School
KOH_00131,Kohima,AVAILABLE,3560.4,secondary,0.0,16896.1,Naga Hospital,8708.3,Government High School
KOH_00132,Kohima,AVAILABLE,4060.3,secondary,0.0,16848.1,Naga Hospital,8816.8,Government High School
KOH_00133,Kohima,AVAILABLE,3936.8,residential,0.0,16814.8,Naga Hospital,8952.0,Government High School
KOH_00134,Kohima,AVAILABLE,3439.1,residential,0.0,16796.3,Naga Hospital,9112.7,Government High School
KOH_00135,Kohima,AVAILABLE,2942.3,residential,0.0,16792.7,Naga Hospital,9297.5,Government High School
KOH_00136,Kohima,AVAILABLE,2446.7,residential,0.0,16803.9,Naga Hospital,9505.0,Government High School
KOH_00137,Kohima,AVAILABLE,1953.4,residential,0.0,16830.0,Naga Hospital,9733.8,Government High School
KOH_00138,Kohima,AVAILABLE,1463.5,residential,0.0,16870.9,Naga Hospital,9982.5,Government High School
KOH_00139,Kohima,AVAILABLE,983.6,residential,0.0,16926.5,Naga Hospital,10249.5,Government High School
KOH_00140,Kohima,AVAILABLE,513.2,residential,0.0,16996.6,Naga Hospital,10533.5,Government High School
KOH_00141,Kohima,AVAILABLE,34.6,residential,1858.2,17081.1,Naga Hospital,10645.6,Government Primary School
KOH_00142,Kohima,AVAILABLE,88.2,residential,1461.3,17179.7,Naga Hospital,10678.8,Government Primary School
KOH_00143,Kohima,AVAILABLE,324.5,residential,0.0,17292.2,Naga Hospital,10735.2,Government Primary School
KOH_00144,Kohima,AVAILABLE,107.1,track,817.8,17418.4,Naga Hospital,10814.4,Government Primary School
KOH_00145,Kohima,AVAILABLE,289.4,track,0.0,17546.0,Naga Hospital,10904.6,Government Primary School
KOH_00146,Kohima,AVAILABLE,746.6,track,0.0,17586.0,Naga Hospital,10916.4,Government Primary School
KOH_00147,Kohima,AVAILABLE,2712.2,secondary,0.0,17928.0,Kohima Mental Hospital,9449.1,Government High School
KOH_00148,Kohima,AVAILABLE,2429.9,secondary,0.0,17860.5,Kohima Mental Hospital,9312.6,Government High School
KOH_00149,Kohima,AVAILABLE,1990.3,secondary,0.0,17752.4,Kohima Diagnostic Center,9121.7,Government High School
KOH_00150,Kohima,AVAILABLE,1558.1,secondary,0.0,17606.2,Kohima Diagnostic Center,8922.4,Government High School
KOH_00151,Kohima,AVAILABLE,1103.9,secondary,0.0,17446.4,Kohima Diagnostic Center,8718.4,Government High School
KOH_00152,Kohima,AVAILABLE,678.5,secondary,0.0,17299.5,Kohima Diagnostic Center,8538.9,Government High School
KOH_00153,Kohima,AVAILABLE,275.0,secondary,157.7,17165.9,Kohima Diagnostic Center,8385.4,Government High School
KOH_00154,Kohima,AVAILABLE,172.1,secondary,467.7,17046.0,Kohima Diagnostic Center,8259.4,Government High School
KOH_00155,Kohima,AVAILABLE,616.2,secondary,0.0,16940.0,Kohima Diagnostic Center,8162.1,Government High School
KOH_00156,Kohima,AVAILABLE,1104.0,secondary,0.0,16848.1,Kohima Diagnostic Center,8094.6,Government High School
KOH_00157,Kohima,AVAILABLE,1594.3,secondary,0.0,16745.8,Naga Hospital,8057.6,Government High School
KOH_00158,Kohima,AVAILABLE,2089.0,secondary,0.0,16637.3,Naga Hospital,8051.5,Government High School
KOH_00159,Kohima,AVAILABLE,2585.6,secondary,0.0,16543.3,Naga Hospital,8076.5,Government High School
KOH_00160,Kohima,AVAILABLE,3083.3,secondary,0.0,16463.9,Naga Hospital,8132.1,Government High School
KOH_00161,Kohima,AVAILABLE,3581.6,secondary,0.0,16399.3,Naga Hospital,8217.9,Government High School
KOH_00162,Kohima,AVAILABLE,4080.4,secondary,0.0,16349.8,Naga Hospital,8332.8,Government High School
KOH_00163,Kohima,AVAILABLE,3923.2,residential,0.0,16315.5,Naga Hospital,8475.7,Government High School
KOH_00164,Kohima,AVAILABLE,3423.6,residential,0.0,16296.4,Naga Hospital,8645.3,Government High School
KOH_00165,Kohima,AVAILABLE,2924.1,residential,0.0,16292.7,Naga Hospital,8839.8,Government High School
KOH_00166,Kohima,AVAILABLE,2424.9,residential,0.0,16304.3,Naga Hospital,9057.9,Government High School
KOH_00167,Kohima,AVAILABLE,1926.0,residential,0.0,16331.2,Naga Hospital,9297.7,Government High School
KOH_00168,Kohima,AVAILABLE,1427.8,residential,0.0,16373.4,Naga Hospital,9557.7,Government High School
KOH_00169,Kohima,AVAILABLE,931.7,residential,0.0,16430.6,Naga Hospital,9836.2,Government High School
KOH_00170,Kohima,AVAILABLE,444.4,residential,0.0,16502.8,Naga Hospital,10131.8,Government High School
KOH_00171,Kohima,AVAILABLE,164.0,residential,178.2,16589.8,Naga Hospital,10146.1,Government Primary School
KOH_00172,Kohima,AVAILABLE,317.0,residential,0.0,16691.3,Naga Hospital,10180.9,Government Primary School
KOH_00173,Kohima,AVAILABLE,458.1,residential,0.0,16807.1,Naga Hospital,10240.0,Government Primary School
KOH_00174,Kohima,AVAILABLE,387.7,track,0.0,16936.9,Naga Hospital,10323.1,Government Primary School
KOH_00175,Kohima,AVAILABLE,590.4,track,0.0,17080.3,Naga Hospital,10429.5,Government Primary School
KOH_00176,Kohima,AVAILABLE,959.0,track,0.0,17219.5,Naga Hospital,10541.9,Government Primary School
KOH_00177,Kohima,AVAILABLE,1371.9,track,0.0,17180.7,Naga Hospital,10485.6,Government Primary School
KOH_00178,Kohima,AVAILABLE,1423.2,trunk,0.0,19256.8,Government Hospital; Zakhama,12170.1,Government High School
KOH_00179,Kohima,AVAILABLE,1587.2,trunk,0.0,19176.5,Government Hospital; Zakhama,12017.8,Government High School
KOH_00180,Kohima,AVAILABLE,3203.3,secondary,0.0,17693.5,Kohima Mental Hospital,9411.3,Government High School
KOH_00181,Kohima,AVAILABLE,2773.9,secondary,0.0,17615.3,Kohima Mental Hospital,9216.4,Government High School
KOH_00182,Kohima,AVAILABLE,2308.8,secondary,0.0,17481.6,Kohima Mental Hospital,8972.4,Government High School
KOH_00183,Kohima,AVAILABLE,1823.5,secondary,0.0,17312.7,Kohima Diagnostic Center,8712.4,Government High School
KOH_00184,Kohima,AVAILABLE,1349.0,secondary,0.0,17135.5,Kohima Diagnostic Center,8474.0,Government High School
KOH_00185,Kohima,AVAILABLE,902.6,secondary,0.0,16971.2,Kohima Diagnostic Center,8259.0,Government High School
KOH_00186,Kohima,AVAILABLE,457.1,secondary,0.0,16820.2,Kohima Diagnostic Center,8069.3,Government High School
KOH_00187,Kohima,AVAILABLE,3.6,secondary,588.6,16682.8,Kohima Diagnostic Center,7906.7,Government High School
KOH_00188,Kohima,AVAILABLE,393.8,secondary,0.0,16559.3,Kohima Diagnostic Center,7772.9,Government High School
KOH_00189,Kohima,AVAILABLE,812.2,secondary,0.0,16450.2,Kohima Diagnostic Center,7669.4,Government High School
KOH_00190,Kohima,AVAILABLE,1270.7,secondary,0.0,16355.6,Kohima Diagnostic Center,7597.5,Government High School
KOH_00191,Kohima,AVAILABLE,1725.3,secondary,0.0,16259.8,Naga Hospital,7558.1,Government High School
KOH_00192,Kohima,AVAILABLE,2196.2,secondary,0.0,16148.0,Naga Hospital,7551.6,Government High School
KOH_00193,Kohima,AVAILABLE,2677.7,secondary,0.0,16051.1,Naga Hospital,7578.2,Government High School
KOH_00194,Kohima,AVAILABLE,3164.4,secondary,0.0,15969.2,Naga Hospital,7637.5,Government High School
KOH_00195,Kohima,AVAILABLE,3652.9,secondary,0.0,15902.7,Naga Hospital,7728.7,Government High School
KOH_00196,Kohima,AVAILABLE,4143.2,secondary,0.0,15851.6,Naga Hospital,7850.8,Government High School
KOH_00197,Kohima,AVAILABLE,3973.1,residential,0.0,15816.2,Naga Hospital,8002.4,Government High School
KOH_00198,Kohima,AVAILABLE,3480.6,residential,0.0,15796.5,Naga Hospital,8181.7,Government High School
KOH_00199,Kohima,AVAILABLE,2990.7,residential,0.0,15792.7,Naga Hospital,8387.0,Government High School
KOH_00200,Kohima,AVAILABLE,2504.7,residential,0.0,15804.7,Naga Hospital,8616.5,Government High School
KOH_00201,Kohima,AVAILABLE,2025.6,residential,0.0,15832.4,Naga Hospital,8868.3,Government High School
KOH_00202,Kohima,AVAILABLE,1559.6,residential,0.0,15875.9,Naga Hospital,9140.5,Government High School
KOH_00203,Kohima,AVAILABLE,1123.2,residential,0.0,15935.0,Naga Hospital,9431.4,Government High School
KOH_00204,Kohima,AVAILABLE,768.8,residential,0.0,16009.4,Naga Hospital,9635.8,Government Primary School
KOH_00205,Kohima,AVAILABLE,648.4,residential,0.0,16099.1,Naga Hospital,9646.6,Government Primary School
KOH_00206,Kohima,AVAILABLE,778.3,residential,0.0,16203.7,Naga Hospital,9683.2,Government Primary School
KOH_00207,Kohima,AVAILABLE,862.6,residential,0.0,16322.9,Naga Hospital,9745.4,Government Primary School
KOH_00208,Kohima,AVAILABLE,885.7,track,0.0,16456.5,Naga Hospital,9832.6,Government Primary School
KOH_00209,Kohima,AVAILABLE,991.4,track,0.0,16604.0,Naga Hospital,9944.2,Government Primary School
KOH_00210,Kohima,AVAILABLE,1296.6,track,0.0,16765.2,Naga Hospital,10079.5,Government Primary School
KOH_00211,Kohima,AVAILABLE,1659.3,track,0.0,16888.6,Naga Hospital,10187.1,Government Primary School
KOH_00212,Kohima,AVAILABLE,2073.0,track,0.0,16741.9,Regimental Hospital,10176.6,Government Primary School
KOH_00213,Kohima,AVAILABLE,1362.6,trunk,0.0,18956.0,Government Hospital; Zakhama,11991.2,Government High School
KOH_00214,Kohima,AVAILABLE,1717.4,trunk,0.0,18849.2,Government Hospital; Zakhama,11706.8,Government High School
KOH_00215,Kohima,AVAILABLE,2227.4,trunk,0.0,18665.7,Government Hospital; Zakhama,11277.9,Government High School
KOH_00216,Kohima,AVAILABLE,2716.4,trunk,0.0,18409.8,Kohima Mental Hospital,10885.3,Government High School
KOH_00217,Kohima,AVAILABLE,3204.4,trunk,0.0,18126.1,Kohima Mental Hospital,10480.9,Government High School
KOH_00218,Kohima,AVAILABLE,3549.5,trunk,0.0,17924.4,Kohima Mental Hospital,10194.8,Government High School
KOH_00219,Kohima,AVAILABLE,4207.2,secondary,0.0,17617.8,Kohima Mental Hospital,9687.3,Government High School
KOH_00220,Kohima,AVAILABLE,3727.5,secondary,0.0,17446.2,Kohima Mental Hospital,9381.5,Government High School
KOH_00221,Kohima,AVAILABLE,3250.0,secondary,0.0,17365.1,Kohima Mental Hospital,9156.8,Government High School
KOH_00222,Kohima,AVAILABLE,2752.3,secondary,0.0,17182.2,Kohima Mental Hospital,8848.8,Government High School
KOH_00223,Kohima,AVAILABLE,2252.5,secondary,0.0,17009.3,Kohima Mental Hospital,8555.9,Government High School
KOH_00224,Kohima,AVAILABLE,1752.7,secondary,0.0,16848.6,Kohima Diagnostic Center,8282.9,Government High School
KOH_00225,Kohima,AVAILABLE,1253.1,secondary,0.0,16666.4,Kohima Diagnostic Center,8031.7,Government High School
KOH_00226,Kohima,AVAILABLE,753.2,secondary,0.0,16497.5,Kohima Diagnostic Center,7804.5,Government High School
KOH_00227,Kohima,AVAILABLE,253.5,secondary,0.0,16342.1,Kohima Diagnostic Center,7603.5,Government High School
KOH_00228,Kohima,AVAILABLE,134.8,secondary,656.9,16200.6,Kohima Diagnostic Center,7430.7,Government High School
KOH_00229,Kohima,AVAILABLE,565.7,secondary,0.0,16073.5,Kohima Diagnostic Center,7288.2,Government High School
KOH_00230,Kohima,AVAILABLE,1035.7,secondary,0.0,15961.0,Kohima Diagnostic Center,7177.7,Government High School
KOH_00231,Kohima,AVAILABLE,1501.4,secondary,0.0,15863.5,Kohima Diagnostic Center,7100.9,Government High School
KOH_00232,Kohima,AVAILABLE,1929.5,secondary,0.0,15774.6,Naga Hospital,7058.6,Government High School
KOH_00233,Kohima,AVAILABLE,2382.8,secondary,0.0,15659.4,Naga Hospital,7051.7,Government High School
KOH_00234,Kohima,AVAILABLE,2841.4,secondary,0.0,15559.4,Naga Hospital,7080.2,Government High School
KOH_00235,Kohima,AVAILABLE,3289.4,secondary,0.0,15475.0,Naga Hospital,7143.6,Government High School
KOH_00236,Kohima,AVAILABLE,3741.6,secondary,0.0,15406.3,Naga Hospital,7241.1,Government High School
KOH_00237,Kohima,AVAILABLE,4192.0,secondary,0.0,15353.5,Naga Hospital,7371.3,Government High School
KOH_00238,Kohima,AVAILABLE,4084.0,residential,0.0,15317.0,Naga Hospital,7532.5,Government High School
KOH_00239,Kohima,AVAILABLE,3606.7,residential,0.0,15296.7,Naga Hospital,7722.7,Government High School
KOH_00240,Kohima,AVAILABLE,3136.5,residential,0.0,15292.7,Naga Hospital,7939.9,Government High School
KOH_00241,Kohima,AVAILABLE,2677.1,residential,0.0,15305.1,Naga Hospital,8182.0,Government High School
KOH_00242,Kohima,AVAILABLE,2235.3,residential,0.0,15333.7,Naga Hospital,8446.7,Government High School
KOH_00243,Kohima,AVAILABLE,1823.7,residential,0.0,15378.6,Naga Hospital,8732.1,Government High School
KOH_00244,Kohima,AVAILABLE,1468.1,residential,0.0,15439.6,Naga Hospital,9036.1,Government High School
KOH_00245,Kohima,AVAILABLE,1218.4,residential,0.0,15516.4,Naga Hospital,9135.8,Government Primary School
