cell_id,district,exposure_status,nearest_road_distance_m,nearest_road_class,road_length_in_cell_m,nearest_hospital_distance_m,nearest_hospital_name,nearest_school_distance_m,nearest_school_name
KOH_01416,Kohima,AVAILABLE,1703.3,secondary,0.0,16180.8,Regimental Hospital,18468.7,Government Primary School
KOH_01417,Kohima,AVAILABLE,1365.2,secondary,0.0,16618.4,Regimental Hospital,18968.5,Government Primary School
KOH_01418,Kohima,AVAILABLE,983.2,secondary,0.0,17059.4,Regimental Hospital,19468.2,Government Primary School
KOH_01419,Kohima,AVAILABLE,575.5,secondary,0.0,17503.6,Regimental Hospital,19967.9,Government Primary School
KOH_01420,Kohima,AVAILABLE,430.3,secondary,0.0,17950.8,Regimental Hospital,20467.7,Government Primary School
KOH_01421,Kohima,AVAILABLE,540.8,secondary,0.0,18400.6,Regimental Hospital,20967.4,Government Primary School
KOH_01422,Kohima,AVAILABLE,788.5,secondary,0.0,18853.0,Regimental Hospital,21467.2,Government Primary School
KOH_01423,Kohima,AVAILABLE,933.0,secondary,0.0,19307.7,Regimental Hospital,21967.0,Government Primary School
KOH_01424,Kohima,AVAILABLE,1008.6,secondary,0.0,19764.7,Regimental Hospital,22466.8,Government Primary School
KOH_01425,Kohima,AVAILABLE,922.6,secondary,0.0,20223.6,Regimental Hospital,22966.6,Government Primary School
KOH_01426,Kohima,AVAILABLE,945.0,secondary,0.0,20684.5,Regimental Hospital,23466.4,Government Primary School
KOH_01427,Kohima,AVAILABLE,935.7,secondary,0.0,21147.1,Regimental Hospital,23966.2,Government Primary School
KOH_01428,Kohima,AVAILABLE,1054.6,secondary,0.0,21611.4,Regimental Hospital,24466.1,Government Primary School
KOH_01429,Kohima,AVAILABLE,1165.5,secondary,0.0,22077.3,Regimental Hospital,24965.9,Government Primary School
KOH_01430,Kohima,AVAILABLE,1435.7,secondary,0.0,22544.6,Regimental Hospital,25465.7,Government Primary School
KOH_01431,Kohima,AVAILABLE,1416.7,secondary,0.0,23013.3,Regimental Hospital,25965.6,Government Primary School
KOH_01432,Kohima,AVAILABLE,920.0,secondary,0.0,23483.3,Regimental Hospital,26465.4,Government Primary School
KOH_01433,Kohima,AVAILABLE,431.0,secondary,0.0,23954.5,Regimental Hospital,26965.3,Government Primary School
KOH_01434,Kohima,AVAILABLE,14.3,secondary,931.6,24426.9,Regimental Hospital,27465.2,Government Primary School
KOH_01435,Kohima,AVAILABLE,89.1,secondary,632.6,24900.3,Regimental Hospital,27965.0,Government Primary School
KOH_01436,Kohima,AVAILABLE,27.0,secondary,862.0,25374.7,Regimental Hospital,28464.9,Government Primary School
KOH_01437,Kohima,AVAILABLE,114.5,secondary,664.1,25850.2,Regimental Hospital,28964.8,Government Primary School
KOH_01438,Kohima,AVAILABLE,264.8,secondary,117.3,26326.5,Regimental Hospital,29455.6,Radiant School
KOH_01439,Kohima,AVAILABLE,727.8,secondary,0.0,26803.7,Regimental Hospital,29937.8,Radiant School
KOH_01440,Kohima,AVAILABLE,1220.3,secondary,0.0,27281.7,Regimental Hospital,30420.6,Radiant School
KOH_01441,Kohima,AVAILABLE,1717.2,secondary,0.0,27760.5,Regimental Hospital,30903.9,Radiant School
KOH_01442,Kohima,AVAILABLE,2215.4,secondary,0.0,28240.0,Regimental Hospital,31387.7,Radiant School
KOH_01443,Kohima,AVAILABLE,2714.3,secondary,0.0,28720.2,Regimental Hospital,31872.1,Radiant School
KOH_01444,Kohima,AVAILABLE,3213.6,secondary,0.0,29201.1,Regimental Hospital,32356.9,Radiant School
KOH_01445,Kohima,AVAILABLE,3160.7,tertiary,0.0,29682.6,Regimental Hospital,32842.1,Radiant School
KOH_01446,Kohima,AVAILABLE,2766.1,tertiary,0.0,30164.7,Regimental Hospital,33327.9,Radiant School
KOH_01447,Kohima,AVAILABLE,2531.1,tertiary,0.0,30519.3,Regimental Hospital,33687.2,Radiant School
KOH_01448,Kohima,AVAILABLE,5846.6,secondary,0.0,9526.3,Government Hospital; Zakhama,6881.7,Government High School
KOH_01449,Kohima,AVAILABLE,5601.0,secondary,0.0,9380.2,Government Hospital; Zakhama,6640.5,Government High School
KOH_01450,Kohima,AVAILABLE,5120.6,secondary,0.0,9253.4,Government Hospital; Zakhama,6164.3,Government High School
KOH_01451,Kohima,AVAILABLE,4644.3,secondary,0.0,9152.1,Government Hospital; Zakhama,5692.2,Government High School
KOH_01452,Kohima,AVAILABLE,4173.5,secondary,0.0,9033.4,Kohima Mental Hospital,5225.2,Government High School
KOH_01453,Kohima,AVAILABLE,3710.4,secondary,0.0,8728.7,Kohima Mental Hospital,4765.0,Government High School
KOH_01454,Kohima,AVAILABLE,3258.3,secondary,0.0,8442.8,Kohima Mental Hospital,4313.6,Government High School
KOH_01455,Kohima,AVAILABLE,2822.3,secondary,0.0,8177.4,Kohima Mental Hospital,3874.2,Government High School
KOH_01456,Kohima,AVAILABLE,2411.3,secondary,0.0,7934.6,Kohima Mental Hospital,3451.4,Government High School
KOH_01457,Kohima,AVAILABLE,2040.4,secondary,0.0,7716.7,Kohima Mental Hospital,3051.9,Government High School
KOH_01458,Kohima,AVAILABLE,1681.7,secondary,0.0,7525.8,Kohima Mental Hospital,2686.3,Government High School
KOH_01459,Kohima,AVAILABLE,1341.6,secondary,0.0,7363.9,Kohima Mental Hospital,2370.4,Government High School
KOH_01460,Kohima,AVAILABLE,1085.3,secondary,0.0,7194.8,Kohima Diagnostic Center,2126.2,Government High School
KOH_01461,Kohima,AVAILABLE,969.2,secondary,0.0,7011.5,Kohima Diagnostic Center,1670.1,John Bosco School
KOH_01462,Kohima,AVAILABLE,494.9,secondary,0.0,6859.9,Kohima Diagnostic Center,1183.2,John Bosco School
KOH_01463,Kohima,AVAILABLE,44.6,secondary,718.4,6742.0,Kohima Diagnostic Center,714.8,John Bosco School
KOH_01464,Kohima,AVAILABLE,154.9,secondary,543.8,6659.7,Kohima Diagnostic Center,348.8,John Bosco School
KOH_01465,Kohima,AVAILABLE,399.4,secondary,0.0,6564.6,Naga Hospital,482.2,John Bosco School
KOH_01466,Kohima,AVAILABLE,470.8,secondary,0.0,6439.9,Naga Hospital,918.3,John Bosco School
KOH_01467,Kohima,AVAILABLE,480.6,secondary,0.0,6352.2,Naga Hospital,1397.9,John Bosco School
KOH_01468,Kohima,AVAILABLE,199.4,secondary,504.3,6303.1,Naga Hospital,1888.1,John Bosco School
KOH_01469,Kohima,AVAILABLE,241.7,track,378.2,6293.5,Naga Hospital,2382.4,John Bosco School
KOH_01470,Kohima,AVAILABLE,173.8,track,473.0,6323.5,Naga Hospital,2046.7,Government Primary School
KOH_01471,Kohima,AVAILABLE,19.1,tertiary,1332.2,6392.6,Naga Hospital,1548.2,Government Primary School
KOH_01472,Kohima,AVAILABLE,419.2,secondary,0.0,6499.5,Naga Hospital,1051.0,Government Primary School
KOH_01473,Kohima,AVAILABLE,345.9,secondary,3.6,6642.4,Naga Hospital,558.9,Government Primary School
KOH_01474,Kohima,AVAILABLE,63.9,secondary,753.7,6819.1,Naga Hospital,142.1,Government Primary School
KOH_01475,Kohima,AVAILABLE,77.9,tertiary,1822.1,7027.0,Naga Hospital,477.5,Government Primary School
KOH_01476,Kohima,AVAILABLE,44.0,tertiary,724.5,7263.4,Naga Hospital,967.4,Government Primary School
KOH_01477,Kohima,AVAILABLE,25.0,tertiary,689.2,7525.7,Naga Hospital,1464.1,Government Primary School
KOH_01478,Kohima,AVAILABLE,282.9,tertiary,110.1,7809.4,Regimental Hospital,1962.5,Government Primary School
KOH_01479,Kohima,AVAILABLE,50.1,tertiary,1140.6,7670.7,Regimental Hospital,2461.5,Government Primary School
KOH_01480,Kohima,AVAILABLE,285.4,tertiary,110.5,7562.5,Regimental Hospital,2960.9,Government Primary School
KOH_01481,Kohima,AVAILABLE,48.5,trunk,1094.9,7486.3,Regimental Hospital,3460.5,Government Primary School
KOH_01482,Kohima,AVAILABLE,513.6,trunk,0.0,7443.0,Regimental Hospital,3960.1,Government Primary School
KOH_01483,Kohima,AVAILABLE,451.8,tertiary,0.0,7433.1,Regimental Hospital,4459.9,Government Primary School
KOH_01484,Kohima,AVAILABLE,45.6,tertiary,735.4,7456.8,Regimental Hospital,4959.7,Government Primary School
KOH_01485,Kohima,AVAILABLE,285.1,tertiary,0.0,7513.8,Regimental Hospital,5459.5,Government Primary School
KOH_01486,Kohima,AVAILABLE,783.2,tertiary,0.0,7603.3,Regimental Hospital,5959.3,Government Primary School
KOH_01487,Kohima,AVAILABLE,502.7,primary,0.0,7724.2,Regimental Hospital,6459.2,Government Primary School
KOH_01488,Kohima,AVAILABLE,184.6,primary,449.1,7875.0,Regimental Hospital,6959.1,Government Primary School
KOH_01489,Kohima,AVAILABLE,1.0,primary,1566.7,8054.1,Regimental Hospital,7459.0,Government Primary School
KOH_01490,Kohima,AVAILABLE,64.5,primary,937.0,8259.7,Regimental Hospital,7959.0,Government Primary School
KOH_01491,Kohima,AVAILABLE,277.1,primary,53.3,8489.7,Regimental Hospital,8458.9,Government Primary School
KOH_01492,Kohima,AVAILABLE,560.7,primary,0.0,8742.3,Regimental Hospital,8958.8,Government Primary School
KOH_01493,Kohima,AVAILABLE,1000.0,primary,0.0,9015.6,Regimental Hospital,9458.8,Government Primary School
KOH_01494,Kohima,AVAILABLE,1457.6,primary,0.0,9307.7,Regimental Hospital,9958.7,Government Primary School
KOH_01495,Kohima,AVAILABLE,1935.7,primary,0.0,9617.0,Regimental Hospital,10458.7,Government Primary School
KOH_01496,Kohima,AVAILABLE,2422.7,primary,0.0,9941.8,Regimental Hospital,10958.6,Government Primary School
KOH_01497,Kohima,AVAILABLE,2108.0,secondary,0.0,10280.7,Regimental Hospital,11458.6,Government Primary School
KOH_01498,Kohima,AVAILABLE,1660.5,secondary,0.0,10632.3,Regimental Hospital,11958.6,Government Primary School
KOH_01499,Kohima,AVAILABLE,1249.9,secondary,0.0,10995.4,Regimental Hospital,12458.5,Government Primary School
KOH_01500,Kohima,AVAILABLE,866.2,secondary,0.0,11368.9,Regimental Hospital,12958.5,Government Primary School
KOH_01501,Kohima,AVAILABLE,561.7,secondary,0.0,11751.8,Regimental Hospital,13458.5,Government Primary School
KOH_01502,Kohima,AVAILABLE,143.4,secondary,359.7,12143.2,Regimental Hospital,13958.5,Government Primary School
KOH_01503,Kohima,AVAILABLE,93.9,secondary,637.6,12542.4,Regimental Hospital,14458.4,Government Primary School
KOH_01504,Kohima,AVAILABLE,579.1,secondary,0.0,12948.5,Regimental Hospital,14958.4,Government Primary School
KOH_01505,Kohima,AVAILABLE,1077.6,secondary,0.0,13361.0,Regimental Hospital,15458.4,Government Primary School
KOH_01506,Kohima,AVAILABLE,1235.9,secondary,0.0,13779.3,Regimental Hospital,15958.4,Government Primary School
KOH_01507,Kohima,AVAILABLE,1387.2,secondary,0.0,14202.9,Regimental Hospital,16458.4,Government Primary School
KOH_01508,Kohima,AVAILABLE,1667.1,secondary,0.0,14631.3,Regimental Hospital,16958.3,Government Primary School
KOH_01509,Kohima,AVAILABLE,1974.7,secondary,0.0,15064.2,Regimental Hospital,17458.3,Government Primary School
KOH_01510,Kohima,AVAILABLE,1684.5,secondary,0.0,15501.0,Regimental Hospital,17958.3,Government Primary School
KOH_01511,Kohima,AVAILABLE,1316.6,secondary,0.0,15941.6,Regimental Hospital,18458.3,Government Primary School
KOH_01512,Kohima,AVAILABLE,1018.6,secondary,0.0,16385.6,Regimental Hospital,18958.3,Government Primary School
KOH_01513,Kohima,AVAILABLE,673.2,secondary,0.0,16832.7,Regimental Hospital,19458.3,Government Primary School
KOH_01514,Kohima,AVAILABLE,310.7,secondary,60.7,17282.8,Regimental Hospital,19958.3,Government Primary School
KOH_01515,Kohima,AVAILABLE,22.2,secondary,909.2,17735.5,Regimental Hospital,20458.2,Government Primary School
KOH_01516,Kohima,AVAILABLE,87.6,secondary,414.7,18190.7,Regimental Hospital,20958.2,Government Primary School
KOH_01517,Kohima,AVAILABLE,524.8,secondary,0.0,18648.1,Regimental Hospital,21458.2,Government Primary School
KOH_01518,Kohima,AVAILABLE,437.1,secondary,0.0,19107.8,Regimental Hospital,21958.2,Government Primary School
KOH_01519,Kohima,AVAILABLE,568.4,secondary,0.0,19569.3,Regimental Hospital,22458.2,Government Primary School
KOH_01520,Kohima,AVAILABLE,425.8,secondary,0.0,20032.8,Regimental Hospital,22958.2,Government Primary School
KOH_01521,Kohima,AVAILABLE,464.1,secondary,0.0,20497.9,Regimental Hospital,23458.2,Government Primary School
KOH_01522,Kohima,AVAILABLE,448.2,secondary,0.0,20964.7,Regimental Hospital,23958.2,Government Primary School
KOH_01523,Kohima,AVAILABLE,555.7,secondary,0.0,21432.9,Regimental Hospital,24458.2,Government Primary School
KOH_01524,Kohima,AVAILABLE,736.6,secondary,0.0,21902.6,Regimental Hospital,24958.2,Government Primary School
KOH_01525,Kohima,AVAILABLE,1052.5,secondary,0.0,22373.6,Regimental Hospital,25458.2,Government Primary School
KOH_01526,Kohima,AVAILABLE,1189.2,secondary,0.0,22845.8,Regimental Hospital,25952.9,Radiant School
KOH_01527,Kohima,AVAILABLE,981.5,secondary,0.0,23319.2,Regimental Hospital,26432.8,Radiant School
KOH_01528,Kohima,AVAILABLE,547.3,secondary,0.0,23793.6,Regimental Hospital,26913.4,Radiant School
KOH_01529,Kohima,AVAILABLE,287.3,secondary,0.0,24269.1,Regimental Hospital,27394.7,Radiant School
KOH_01530,Kohima,AVAILABLE,182.6,secondary,348.1,24745.6,Regimental Hospital,27876.7,Radiant School
KOH_01531,Kohima,AVAILABLE,247.7,secondary,173.0,25222.9,Regimental Hospital,28359.3,Radiant School
KOH_01532,Kohima,AVAILABLE,73.2,secondary,802.1,25701.1,Regimental Hospital,28842.5,Radiant School
KOH_01533,Kohima,AVAILABLE,286.1,secondary,57.4,26180.2,Regimental Hospital,29326.2,Radiant School
KOH_01534,Kohima,AVAILABLE,766.8,secondary,0.0,26660.0,Regimental Hospital,29810.5,Radiant School
KOH_01535,Kohima,AVAILABLE,1252.7,secondary,0.0,27140.5,Regimental Hospital,30295.3,Radiant School
KOH_01536,Kohima,AVAILABLE,1740.7,secondary,0.0,27621.7,Regimental Hospital,30780.6,Radiant School
KOH_01537,Kohima,AVAILABLE,2234.1,secondary,0.0,28103.6,Regimental Hospital,31266.4,Radiant School
KOH_01538,Kohima,AVAILABLE,2729.8,secondary,0.0,28586.1,Regimental Hospital,31752.5,Radiant School
KOH_01539,Kohima,AVAILABLE,3226.9,secondary,0.0,29069.2,Regimental Hospital,32239.2,Radiant School
KOH_01540,Kohima,AVAILABLE,3470.2,tertiary,0.0,29552.9,Regimental Hospital,32726.2,Radiant School
KOH_01541,Kohima,AVAILABLE,3106.0,tertiary,0.0,30037.1,Regimental Hospital,33213.6,Radiant School
KOH_01542,Kohima,AVAILABLE,2798.3,tertiary,0.0,30507.5,Regimental Hospital,33687.2,Radiant School
KOH_01543,Kohima,AVAILABLE,2789.5,tertiary,0.0,30730.9,Regimental Hospital,33916.3,Radiant School
KOH_01544,Kohima,AVAILABLE,6034.4,secondary,0.0,8940.5,Government Hospital; Zakhama,7084.0,Government High School
KOH_01545,Kohima,AVAILABLE,5753.7,secondary,0.0,8901.1,Government Hospital; Zakhama,6804.1,Government High School
KOH_01546,Kohima,AVAILABLE,5287.1,secondary,0.0,8767.3,Government Hospital; Zakhama,6340.2,Government High School
KOH_01547,Kohima,AVAILABLE,4827.3,secondary,0.0,8660.4,Government Hospital; Zakhama,5882.2,Government High School
KOH_01548,Kohima,AVAILABLE,4376.3,secondary,0.0,8581.3,Government Hospital; Zakhama,5431.6,Government High School
KOH_01549,Kohima,AVAILABLE,3937.1,secondary,0.0,8330.7,Kohima Mental Hospital,4990.5,Government High School
KOH_01550,Kohima,AVAILABLE,3514.2,secondary,0.0,8030.6,Kohima Mental Hospital,4561.5,Government High School
KOH_01551,Kohima,AVAILABLE,3114.3,secondary,0.0,7751.1,Kohima Mental Hospital,4148.4,Government High School
KOH_01552,Kohima,AVAILABLE,2747.3,secondary,0.0,7494.6,Kohima Mental Hospital,3756.6,Government High School
KOH_01553,Kohima,AVAILABLE,2387.3,secondary,0.0,7263.5,Kohima Mental Hospital,3393.2,Government High School
KOH_01554,Kohima,AVAILABLE,2042.5,secondary,0.0,7060.3,Kohima Mental Hospital,3068.6,Government High School
KOH_01555,Kohima,AVAILABLE,1765.4,secondary,0.0,6887.4,Kohima Mental Hospital,2763.6,John Bosco School
KOH_01556,Kohima,AVAILABLE,1549.2,secondary,0.0,6738.7,Kohima Diagnostic Center,2290.9,John Bosco School
KOH_01557,Kohima,AVAILABLE,1077.1,secondary,0.0,6542.7,Kohima Diagnostic Center,1832.8,John Bosco School
KOH_01558,Kohima,AVAILABLE,646.9,secondary,0.0,6379.9,Kohima Diagnostic Center,1403.5,John Bosco School
KOH_01559,Kohima,AVAILABLE,402.0,secondary,0.0,6253.0,Kohima Diagnostic Center,1039.6,John Bosco School
KOH_01560,Kohima,AVAILABLE,546.6,secondary,0.0,6164.1,Kohima Diagnostic Center,831.6,John Bosco School
KOH_01561,Kohima,AVAILABLE,803.7,secondary,0.0,6087.0,Naga Hospital,895.8,John Bosco School
KOH_01562,Kohima,AVAILABLE,964.9,secondary,0.0,5952.3,Naga Hospital,1188.8,John Bosco School
KOH_01563,Kohima,AVAILABLE,553.6,secondary,0.0,5857.4,Naga Hospital,1588.7,John Bosco School
KOH_01564,Kohima,AVAILABLE,107.5,secondary,502.3,5804.1,Naga Hospital,2033.4,John Bosco School
KOH_01565,Kohima,AVAILABLE,183.4,secondary,310.2,5793.6,Naga Hospital,2499.1,John Bosco School
KOH_01566,Kohima,AVAILABLE,69.1,track,534.1,5826.2,Naga Hospital,2074.4,Government Primary School
KOH_01567,Kohima,AVAILABLE,157.5,tertiary,771.7,5901.1,Naga Hospital,1584.6,Government Primary School
KOH_01568,Kohima,AVAILABLE,87.5,tertiary,1217.3,6016.7,Naga Hospital,1104.0,Government Primary School
KOH_01569,Kohima,AVAILABLE,381.1,trunk,0.0,6170.9,Naga Hospital,653.2,Government Primary School
KOH_01570,Kohima,AVAILABLE,462.4,tertiary,0.0,6360.7,Naga Hospital,366.7,Government Primary School
KOH_01571,Kohima,AVAILABLE,317.3,tertiary,56.8,6583.1,Naga Hospital,585.0,Government Primary School
KOH_01572,Kohima,AVAILABLE,334.1,tertiary,28.3,6834.9,Naga Hospital,1024.7,Government Primary School
KOH_01573,Kohima,AVAILABLE,308.8,trunk,0.0,7112.9,Naga Hospital,1502.6,Government Primary School
KOH_01574,Kohima,AVAILABLE,25.5,trunk,2288.2,7335.1,Regimental Hospital,1991.4,Government Primary School
KOH_01575,Kohima,AVAILABLE,117.3,tertiary,1588.8,7187.3,Regimental Hospital,2484.6,Government Primary School
KOH_01576,Kohima,AVAILABLE,95.5,trunk,1151.1,7071.8,Regimental Hospital,2980.1,Government Primary School
KOH_01577,Kohima,AVAILABLE,291.8,trunk,195.2,6990.2,Regimental Hospital,3476.9,Government Primary School
KOH_01578,Kohima,AVAILABLE,706.6,trunk,0.0,6943.8,Regimental Hospital,3974.5,Government Primary School
KOH_01579,Kohima,AVAILABLE,741.8,tertiary,0.0,6933.2,Regimental Hospital,4472.7,Government Primary School
KOH_01580,Kohima,AVAILABLE,493.2,tertiary,0.0,6958.6,Regimental Hospital,4971.2,Government Primary School
KOH_01581,Kohima,AVAILABLE,539.2,tertiary,0.0,7019.6,Regimental Hospital,5469.9,Government Primary School
KOH_01582,Kohima,AVAILABLE,907.2,tertiary,0.0,7115.3,Regimental Hospital,5968.9,Government Primary School
KOH_01583,Kohima,AVAILABLE,819.0,primary,0.0,7244.4,Regimental Hospital,6468.1,Government Primary School
KOH_01584,Kohima,AVAILABLE,394.3,primary,0.0,7405.0,Regimental Hospital,6967.3,Government Primary School
KOH_01585,Kohima,AVAILABLE,337.2,primary,0.0,7595.2,Regimental Hospital,7466.7,Government Primary School
KOH_01586,Kohima,AVAILABLE,286.1,primary,74.6,7812.8,Regimental Hospital,7966.1,Government Primary School
KOH_01587,Kohima,AVAILABLE,74.8,primary,937.6,8055.6,Regimental Hospital,8465.6,Government Primary School
KOH_01588,Kohima,AVAILABLE,372.6,primary,0.0,8321.4,Regimental Hospital,8965.2,Government Primary School
KOH_01589,Kohima,AVAILABLE,872.5,primary,0.0,8608.1,Regimental Hospital,9464.8,Government Primary School
KOH_01590,Kohima,AVAILABLE,1372.5,primary,0.0,8913.6,Regimental Hospital,9964.5,Government Primary School
KOH_01591,Kohima,AVAILABLE,1872.5,primary,0.0,9236.1,Regimental Hospital,10464.1,Government Primary School
KOH_01592,Kohima,AVAILABLE,2372.5,primary,0.0,9573.8,Regimental Hospital,10963.8,Government Primary School
KOH_01593,Kohima,AVAILABLE,2349.6,secondary,0.0,9925.3,Regimental Hospital,11463.6,Government Primary School
KOH_01594,Kohima,AVAILABLE,1954.1,secondary,0.0,10289.0,Regimental Hospital,11963.3,Government Primary School
KOH_01595,Kohima,AVAILABLE,1573.1,secondary,0.0,10663.8,Regimental Hospital,12463.1,Government Primary School
KOH_01596,Kohima,AVAILABLE,1250.8,secondary,0.0,11048.5,Regimental Hospital,12962.9,Government Primary School
KOH_01597,Kohima,AVAILABLE,770.0,secondary,0.0,11442.1,Regimental Hospital,13462.7,Government Primary School
KOH_01598,Kohima,AVAILABLE,285.2,secondary,23.8,11843.8,Regimental Hospital,13962.5,Government Primary School
KOH_01599,Kohima,AVAILABLE,130.8,secondary,954.7,12252.7,Regimental Hospital,14462.4,Government Primary School
KOH_01600,Kohima,AVAILABLE,501.7,secondary,0.0,12668.1,Regimental Hospital,14962.2,Government Primary School
KOH_01601,Kohima,AVAILABLE,663.5,secondary,0.0,13089.5,Regimental Hospital,15462.1,Government Primary School
KOH_01602,Kohima,AVAILABLE,748.9,secondary,0.0,13516.2,Regimental Hospital,15962.0,Government Primary School
KOH_01603,Kohima,AVAILABLE,962.6,secondary,0.0,13947.8,Regimental Hospital,16461.8,Government Primary School
KOH_01604,Kohima,AVAILABLE,1268.1,secondary,0.0,14383.8,Regimental Hospital,16961.7,Government Primary School
KOH_01605,Kohima,AVAILABLE,1526.6,secondary,0.0,14823.9,Regimental Hospital,17461.6,Government Primary School
KOH_01606,Kohima,AVAILABLE,1373.2,secondary,0.0,15267.6,Regimental Hospital,17961.5,Government Primary School
KOH_01607,Kohima,AVAILABLE,977.4,secondary,0.0,15714.7,Regimental Hospital,18461.4,Government Primary School
KOH_01608,Kohima,AVAILABLE,609.6,secondary,0.0,16165.0,Regimental Hospital,18961.3,Government Primary School
KOH_01609,Kohima,AVAILABLE,415.7,secondary,0.0,16618.0,Regimental Hospital,19461.2,Government Primary School
KOH_01610,Kohima,AVAILABLE,163.6,secondary,657.7,17073.7,Regimental Hospital,19961.1,Government Primary School
KOH_01611,Kohima,AVAILABLE,297.9,secondary,0.0,17531.8,Regimental Hospital,20461.0,Government Primary School
KOH_01612,Kohima,AVAILABLE,115.5,secondary,496.0,17992.2,Regimental Hospital,20961.0,Government Primary School
KOH_01613,Kohima,AVAILABLE,187.2,secondary,512.5,18454.6,Regimental Hospital,21460.9,Government Primary School
KOH_01614,Kohima,AVAILABLE,32.7,secondary,804.7,18918.9,Regimental Hospital,21960.8,Government Primary School
KOH_01615,Kohima,AVAILABLE,248.5,secondary,69.9,19385.0,Regimental Hospital,22460.5,Radiant School
KOH_01616,Kohima,AVAILABLE,61.5,secondary,875.9,19852.7,Regimental Hospital,22937.2,Radiant School
KOH_01617,Kohima,AVAILABLE,30.6,secondary,541.4,20322.0,Regimental Hospital,23414.8,Radiant School
KOH_01618,Kohima,AVAILABLE,26.0,secondary,615.0,20792.7,Regimental Hospital,23893.4,Radiant School
KOH_01619,Kohima,AVAILABLE,56.4,secondary,599.9,21264.7,Regimental Hospital,24372.8,Radiant School
KOH_01620,Kohima,AVAILABLE,345.4,secondary,14.7,21738.0,Regimental Hospital,24853.0,Radiant School
KOH_01621,Kohima,AVAILABLE,708.9,secondary,0.0,22212.5,Regimental Hospital,25334.0,Radiant School
KOH_01622,Kohima,AVAILABLE,689.9,secondary,0.0,22688.1,Regimental Hospital,25815.7,Radiant School
KOH_01623,Kohima,AVAILABLE,608.3,secondary,0.0,23164.6,Regimental Hospital,26298.1,Radiant School
KOH_01624,Kohima,AVAILABLE,501.3,secondary,0.0,23642.2,Regimental Hospital,26781.1,Radiant School
KOH_01625,Kohima,AVAILABLE,270.2,secondary,14.3,24120.7,Regimental Hospital,27264.8,Radiant School
KOH_01626,Kohima,AVAILABLE,73.6,secondary,854.6,24600.0,Regimental Hospital,27749.0,Radiant School
KOH_01627,Kohima,AVAILABLE,153.7,secondary,541.3,25080.1,Regimental Hospital,28233.8,Radiant School
KOH_01628,Kohima,AVAILABLE,137.7,secondary,361.2,25561.0,Regimental Hospital,28719.1,Radiant School
KOH_01629,Kohima,AVAILABLE,558.4,secondary,0.0,26042.6,Regimental Hospital,29204.9,Radiant School
KOH_01630,Kohima,AVAILABLE,921.3,secondary,0.0,26524.9,Regimental Hospital,29691.1,Radiant School
KOH_01631,Kohima,AVAILABLE,1372.7,secondary,0.0,27007.9,Regimental Hospital,30177.8,Radiant School
KOH_01632,Kohima,AVAILABLE,1849.3,secondary,0.0,27491.4,Regimental Hospital,30665.0,Radiant School
KOH_01633,Kohima,AVAILABLE,2335.7,secondary,0.0,27975.5,Regimental Hospital,31152.5,Radiant School
KOH_01634,Kohima,AVAILABLE,2826.8,secondary,0.0,28460.2,Regimental Hospital,31640.5,Radiant School
KOH_01635,Kohima,AVAILABLE,3314.1,secondary,0.0,28945.4,Regimental Hospital,32128.8,Radiant School
KOH_01636,Kohima,AVAILABLE,3800.6,secondary,0.0,29431.1,Regimental Hospital,32617.5,Radiant School
KOH_01637,Kohima,AVAILABLE,3484.8,tertiary,0.0,29917.3,Regimental Hospital,33106.5,Radiant School
KOH_01638,Kohima,AVAILABLE,3202.9,tertiary,0.0,30361.6,Regimental Hospital,33552.5,Radiant School
KOH_01639,Kohima,AVAILABLE,2891.2,tertiary,0.0,30705.3,Regimental Hospital,33893.6,Radiant School
KOH_01640,Kohima,AVAILABLE,6343.9,secondary,0.0,8493.5,Government Hospital; Zakhama,7398.5,Government High School
KOH_01641,Kohima,AVAILABLE,5944.6,secondary,0.0,8424.5,Government Hospital; Zakhama,6999.7,Government High School
KOH_01642,Kohima,AVAILABLE,5494.3,secondary,0.0,8283.0,Government Hospital; Zakhama,6549.7,Government High School
KOH_01643,Kohima,AVAILABLE,5053.3,secondary,0.0,8169.7,Government Hospital; Zakhama,6107.4,Government High School
KOH_01644,Kohima,AVAILABLE,4624.4,secondary,0.0,8085.8,Government Hospital; Zakhama,5674.7,Government High School
KOH_01645,Kohima,AVAILABLE,4211.2,secondary,0.0,7944.3,Kohima Mental Hospital,5254.0,Government High School
KOH_01646,Kohima,AVAILABLE,3818.8,secondary,0.0,7628.9,Kohima Mental Hospital,4848.4,Government High School
KOH_01647,Kohima,AVAILABLE,3454.3,secondary,0.0,7334.2,Kohima Mental Hospital,4462.0,Government High School
KOH_01648,Kohima,AVAILABLE,3093.6,secondary,0.0,7062.5,Kohima Mental Hospital,4100.2,Government High School
KOH_01649,Kohima,AVAILABLE,2746.6,secondary,0.0,6816.8,Kohima Mental Hospital,3770.1,Government High School
KOH_01650,Kohima,AVAILABLE,2452.0,secondary,0.0,6599.8,Kohima Mental Hospital,3405.4,John Bosco School
KOH_01651,Kohima,AVAILABLE,2152.9,tertiary,0.0,6414.6,Kohima Mental Hospital,2950.8,John Bosco School
KOH_01652,Kohima,AVAILABLE,1752.9,secondary,0.0,6263.9,Kohima Mental Hospital,2513.6,John Bosco School
