cell_id,district,lat,lon,elevation_mean,elevation_min,elevation_max,slope_mean,slope_max,aspect_mean,curvature_mean,twi_mean
KOH_04011,Kohima,25.940990,94.155567,1304.469971,1199.007202,1390.145752,19.345785,29.917229,261.221069,0.006495,5.795204
KOH_04012,Kohima,25.945504,94.155612,1295.266968,1194.737549,1412.769409,21.642418,34.529816,274.897797,0.010648,5.999994
KOH_04013,Kohima,25.950018,94.155656,1312.876831,1212.424683,1395.855103,22.092442,44.950027,276.907532,0.192076,5.626557
KOH_04014,Kohima,25.954532,94.155700,1165.098022,1003.611328,1321.412964,30.961271,46.975811,161.022842,0.017261,5.524734
KOH_04015,Kohima,25.959046,94.155744,934.860535,829.972961,1064.517822,23.125616,40.954151,188.728836,-0.147419,6.458344
KOH_04016,Kohima,25.963560,94.155788,838.444397,718.702942,924.561157,21.805069,37.395378,252.991150,-0.020360,6.029895
KOH_04017,Kohima,25.968074,94.155832,752.568787,644.348267,863.969604,22.075912,41.021156,207.305099,0.057750,5.926009
KOH_04018,Kohima,25.972588,94.155876,568.534363,449.900604,688.567932,26.129782,46.180492,211.895142,-0.102472,5.734739
KOH_04019,Kohima,25.977102,94.155920,509.996490,428.593384,642.281738,27.133524,46.501064,71.947327,-0.155318,5.698684
KOH_04020,Kohima,25.981616,94.155964,607.283752,493.289307,727.400146,22.482561,40.154068,40.194443,-0.062922,6.016319
KOH_04021,Kohima,25.986130,94.156009,706.663513,613.633667,841.712280,21.187437,35.044075,50.375378,0.016280,5.893171
KOH_04022,Kohima,25.990644,94.156053,759.014832,639.717163,896.177002,28.459591,46.461380,78.161354,0.093632,5.462851
KOH_04023,Kohima,25.995158,94.156097,840.869995,674.275269,954.867554,27.708731,43.521534,80.472275,0.083002,5.571929
KOH_04024,Kohima,25.999672,94.156141,802.918335,663.760864,930.328064,28.352503,44.930939,164.024841,0.256341,5.182346
KOH_04025,Kohima,26.004186,94.156185,578.369934,461.600220,704.362549,29.739851,46.500835,161.778503,-0.214215,5.755941
KOH_04026,Kohima,26.008692,94.156239,631.216919,506.232056,774.407288,25.653618,44.045181,63.955185,-0.009018,5.885616
KOH_04027,Kohima,26.012851,94.156868,792.579895,633.512817,957.218994,29.613707,44.862892,41.537125,0.066768,5.534483
KOH_04028,Kohima,26.015515,94.158715,,,,,,,,
KOH_04029,Kohima,25.545352,94.154801,1394.646973,1366.867676,1420.765503,30.079712,33.022778,113.100227,-0.031661,4.620368
KOH_04030,Kohima,25.548487,94.156560,1354.641846,1292.295654,1423.088745,17.715288,35.021233,131.013779,-0.089174,6.237771
KOH_04031,Kohima,25.552732,94.156794,1327.815918,1281.733521,1395.831177,16.849197,31.872169,290.763641,-0.152018,6.455339
KOH_04032,Kohima,25.557246,94.156837,1403.982544,1308.592285,1479.161499,16.948181,26.603735,327.398468,-0.027062,6.372854
KOH_04033,Kohima,25.561761,94.156881,1459.796997,1366.099976,1533.863770,16.813410,27.655197,232.509613,0.090124,5.849969
KOH_04034,Kohima,25.566275,94.156924,1405.648315,1318.129517,1503.750488,19.859152,31.553095,298.876434,-0.102163,6.378401
KOH_04035,Kohima,25.570789,94.156967,1468.588989,1404.658081,1521.135376,16.671101,26.806025,205.943970,0.105434,5.732321
KOH_04036,Kohima,25.575303,94.157011,1372.989380,1294.719604,1459.938110,14.821027,25.126287,157.023666,-0.016090,6.295087
KOH_04037,Kohima,25.579818,94.157054,1297.526733,1247.535034,1368.759277,16.576946,31.158070,301.291809,-0.112650,6.653661
KOH_04038,Kohima,25.584332,94.157098,1394.060059,1296.988281,1482.160400,17.652729,28.214899,301.700348,0.090042,5.764645
KOH_04039,Kohima,25.588846,94.157141,1359.174805,1290.248413,1438.702515,15.771653,27.088964,210.545883,0.000166,6.089985
KOH_04040,Kohima,25.593360,94.157184,1274.687500,1184.712524,1330.660522,15.133132,26.462994,165.097275,0.005662,6.396863
KOH_04041,Kohima,25.597875,94.157228,1160.605713,1086.491211,1258.858765,18.878426,31.462238,161.420380,0.040775,5.913718
KOH_04042,Kohima,25.602389,94.157271,1131.705200,1062.139282,1247.148804,18.951580,33.250637,355.993805,-0.262974,6.510703
KOH_04043,Kohima,25.606903,94.157315,1261.857544,1174.319946,1367.211914,19.939461,31.961525,4.077029,-0.110014,6.447557
KOH_04044,Kohima,25.611417,94.157358,1341.696045,1280.695923,1418.505127,17.733391,35.125637,240.196350,-0.025287,5.878072
KOH_04045,Kohima,25.615932,94.157402,1279.095459,1217.564453,1356.728394,15.237974,25.057083,225.772430,-0.098809,6.358076
KOH_04046,Kohima,25.620446,94.157445,1225.510376,1197.757935,1274.596191,10.429495,24.548800,273.731140,-0.104349,7.141683
KOH_04047,Kohima,25.624960,94.157489,1272.434326,1209.172485,1335.916992,18.184736,27.811182,101.757515,0.023858,5.778602
KOH_04048,Kohima,25.629474,94.157532,1189.398682,1120.025757,1286.415894,17.554012,31.281881,137.845901,-0.174998,6.703829
KOH_04049,Kohima,25.633989,94.157576,1141.512695,1056.125488,1234.354370,17.207973,28.422331,115.593719,0.003437,6.365993
KOH_04050,Kohima,25.638503,94.157619,1065.006836,983.896545,1159.834106,20.630941,34.340469,190.039276,-0.058458,5.986267
KOH_04051,Kohima,25.643017,94.157663,1041.867554,987.203186,1135.088135,21.803324,46.599728,280.541077,-0.048942,5.706495
KOH_04052,Kohima,25.647531,94.157706,1122.670288,1027.259399,1224.643188,20.528509,32.415718,41.363163,-0.020446,5.991441
KOH_04053,Kohima,25.652045,94.157750,1249.888062,1118.378174,1351.978027,22.908092,36.791798,37.431236,-0.011898,5.758140
KOH_04054,Kohima,25.656560,94.157794,1337.032593,1233.992798,1389.202759,19.807482,38.919216,240.898315,0.194254,5.379317
KOH_04055,Kohima,25.661074,94.157837,1238.702393,1131.262085,1339.000366,20.523298,31.063400,216.046783,-0.076604,6.035127
KOH_04056,Kohima,25.665588,94.157881,1234.199951,1139.129395,1344.842163,23.104218,36.884647,342.786591,-0.042353,5.822021
KOH_04057,Kohima,25.670102,94.157924,1345.474609,1263.727783,1419.123413,18.412773,36.383652,251.759995,0.082874,5.762459
KOH_04058,Kohima,25.674617,94.157968,1263.278442,1164.939697,1374.614868,19.233953,34.375214,218.176682,0.085196,5.679617
KOH_04059,Kohima,25.679131,94.158012,1163.610352,1082.153076,1230.623535,16.447884,30.773787,222.939896,-0.024704,6.405148
KOH_04060,Kohima,25.683645,94.158055,1151.364136,1061.300659,1259.235229,20.955471,34.958328,298.463898,-0.088176,6.387612
KOH_04061,Kohima,25.688159,94.158099,1265.641724,1144.815796,1378.254517,20.851868,33.624641,322.771423,-0.072595,6.320739
KOH_04062,Kohima,25.692673,94.158143,1266.707153,1116.673096,1366.418457,26.632311,39.567543,160.776199,0.182687,5.341614
KOH_04063,Kohima,25.697188,94.158186,1070.439575,1007.806213,1171.009155,22.457027,37.862473,202.834412,-0.140055,6.040355
KOH_04064,Kohima,25.701702,94.158230,1127.031738,1059.601440,1221.509399,19.445004,32.664299,346.576538,-0.136943,6.066086
KOH_04065,Kohima,25.706216,94.158274,1220.729614,1148.316406,1296.566650,20.763145,35.061501,115.329361,0.080712,5.488264
KOH_04066,Kohima,25.710730,94.158317,1081.751587,975.012085,1191.593506,21.986622,36.069008,172.885849,-0.013694,6.182219
KOH_04067,Kohima,25.715244,94.158361,962.099731,911.622864,1004.152527,14.958498,37.495884,216.751099,-0.142729,6.577649
KOH_04068,Kohima,25.719758,94.158405,990.943787,904.689392,1070.013916,18.714142,39.077194,345.354187,-0.119139,5.850046
KOH_04069,Kohima,25.724273,94.158448,1124.172241,1017.977112,1237.434204,20.811718,29.349085,349.604919,0.078445,5.586972
KOH_04070,Kohima,25.728787,94.158492,1186.162354,1048.921875,1281.409912,21.271008,32.200775,245.806946,0.065022,5.628535
KOH_04071,Kohima,25.733301,94.158536,1061.725952,929.410950,1193.375244,24.493874,35.992008,216.586105,-0.116052,6.176188
KOH_04072,Kohima,25.737815,94.158580,1073.093628,936.293152,1186.970581,22.743671,34.307064,327.863312,-0.048502,5.971680
KOH_04073,Kohima,25.742329,94.158624,1155.141968,1013.470093,1222.564941,24.249191,40.807274,151.655304,0.160293,5.431880
KOH_04074,Kohima,25.746843,94.158667,1028.759644,885.064331,1153.721924,23.610628,37.504265,119.360664,-0.045485,6.036656
KOH_04075,Kohima,25.751358,94.158711,885.827148,789.542969,1052.828979,25.230314,41.711712,139.637878,-0.105754,6.002827
KOH_04076,Kohima,25.755872,94.158755,830.893616,776.686829,901.562012,20.260544,35.554626,301.305573,-0.032967,5.562015
KOH_04077,Kohima,25.760386,94.158799,883.939270,813.016724,967.438354,19.855398,34.738094,38.037857,-0.014452,5.685652
KOH_04078,Kohima,25.764900,94.158843,977.666809,839.952515,1063.426636,25.087324,38.279938,21.668060,0.116553,5.358514
KOH_04079,Kohima,25.769414,94.158886,1071.440430,959.545166,1160.456177,21.577440,33.987377,56.014889,0.147050,5.542255
KOH_04080,Kohima,25.773928,94.158930,1078.498413,959.702759,1162.386108,18.692280,29.431417,133.759003,0.125642,5.851426
KOH_04081,Kohima,25.778443,94.158974,1078.635376,953.306396,1194.360962,22.190840,35.399525,34.972466,-0.126162,6.332317
KOH_04082,Kohima,25.782957,94.159018,1210.481812,1138.605713,1305.327271,19.057394,32.494011,52.690544,0.080727,5.849078
KOH_04083,Kohima,25.787471,94.159062,1238.797363,1143.809448,1307.206787,17.885796,31.889696,106.144585,0.068610,5.915401
KOH_04084,Kohima,25.791985,94.159106,1197.167725,1120.469238,1261.454224,15.896025,26.163967,217.336182,0.019550,5.851601
KOH_04085,Kohima,25.796499,94.159150,1145.288818,1074.838135,1227.546265,16.184122,25.692883,202.461243,0.136850,5.696954
KOH_04086,Kohima,25.801013,94.159194,1044.602661,974.784668,1107.373291,15.299142,27.577244,178.925613,-0.045216,6.488956
KOH_04087,Kohima,25.805527,94.159238,1008.274231,949.511108,1074.160034,14.954635,24.257833,272.628448,0.037468,6.001717
KOH_04088,Kohima,25.810041,94.159281,1021.806885,963.185303,1101.159180,17.161821,28.084141,359.020660,-0.103274,6.318357
KOH_04089,Kohima,25.814556,94.159325,1089.724609,1013.059387,1163.110962,18.108473,29.191240,270.302795,0.072720,5.622287
KOH_04090,Kohima,25.819070,94.159369,1093.265259,1010.426697,1191.087646,21.194059,33.258434,290.501862,-0.031004,5.898212
KOH_04091,Kohima,25.823584,94.159413,1150.186523,1051.510986,1257.554321,25.103592,40.478165,265.822540,0.128559,5.371810
KOH_04092,Kohima,25.828098,94.159457,1164.899658,1067.287231,1275.724609,23.691874,36.918285,281.509888,-0.018365,5.636338
KOH_04093,Kohima,25.832612,94.159501,1216.625732,1113.877808,1332.056274,20.058842,33.410976,312.475830,-0.132425,6.231925
KOH_04094,Kohima,25.837126,94.159545,1330.435669,1225.121704,1416.218506,20.343275,37.031982,319.761810,-0.017944,5.690602
KOH_04095,Kohima,25.841640,94.159589,1395.339844,1299.754639,1497.896851,23.579824,35.790627,271.587006,0.002162,5.862727
KOH_04096,Kohima,25.846154,94.159633,1484.499878,1363.293945,1598.815186,23.587141,37.025925,347.808594,-0.094243,5.808125
KOH_04097,Kohima,25.850668,94.159677,1597.999023,1492.023560,1713.558472,24.275053,35.694359,77.872078,0.097706,5.537133
KOH_04098,Kohima,25.855183,94.159721,1563.261475,1438.208130,1692.856812,25.005878,41.431168,111.702126,0.058104,5.711018
KOH_04099,Kohima,25.859697,94.159765,1446.343506,1323.907837,1583.234863,27.836792,44.049683,119.345215,-0.134892,6.009463
KOH_04100,Kohima,25.864211,94.159809,1372.852905,1257.001587,1532.341064,24.104847,43.477127,114.808411,-0.008884,6.215627
KOH_04101,Kohima,25.868725,94.159854,1285.671387,1184.971313,1393.057495,20.862869,32.198883,132.585358,-0.005985,6.131818
KOH_04102,Kohima,25.873239,94.159898,1185.047119,1109.752319,1274.900513,19.344940,36.351875,168.218582,-0.033876,5.940558
KOH_04103,Kohima,25.877753,94.159942,1064.137695,982.541321,1142.648804,17.755281,33.217575,186.967255,0.071645,5.874546
KOH_04104,Kohima,25.882267,94.159986,949.039429,882.682800,1004.081909,14.728397,25.998793,127.491989,-0.122717,6.640774
KOH_04105,Kohima,25.886781,94.160030,913.909668,832.778503,964.486877,16.169073,29.187920,111.068825,0.063746,6.169664
KOH_04106,Kohima,25.891295,94.160074,863.392334,804.587341,946.477478,12.989101,30.021217,128.605591,-0.004724,6.208466
KOH_04107,Kohima,25.895809,94.160118,810.063416,767.178345,868.748840,14.889771,28.581215,156.236710,-0.021489,6.190251
KOH_04108,Kohima,25.900323,94.160162,771.533752,731.815979,827.256165,15.102653,42.819706,226.657745,-0.122017,6.217198
KOH_04109,Kohima,25.904837,94.160206,808.361572,722.594116,920.469727,21.645052,38.237225,44.965775,-0.045672,5.830338
KOH_04110,Kohima,25.909351,94.160251,878.186401,777.265381,977.771729,24.373230,42.032211,118.146858,0.013679,5.508357
KOH_04111,Kohima,25.913865,94.160295,910.355713,795.891357,995.041931,21.817362,37.214962,0.715668,0.045175,5.829239
KOH_04112,Kohima,25.918380,94.160339,1043.487183,967.229065,1139.178833,18.341139,38.085335,42.590305,0.106142,5.642347
KOH_04113,Kohima,25.922894,94.160383,1115.861084,1011.237122,1256.713135,22.880163,46.490021,64.023476,0.112312,5.637444
KOH_04114,Kohima,25.927408,94.160427,1184.132080,1046.857422,1333.475586,27.244425,46.435978,69.749504,0.023452,5.526673
KOH_04115,Kohima,25.931922,94.160472,1215.948486,1125.454102,1309.599731,20.285761,38.011749,80.714874,-0.053815,6.005474
KOH_04116,Kohima,25.936436,94.160516,1275.042114,1195.945312,1326.361572,17.656063,42.306141,190.275864,0.080931,5.736915
KOH_04117,Kohima,25.940950,94.160560,1190.654663,1098.455688,1280.415039,17.883089,27.820465,213.024048,-0.038114,6.407398
KOH_04118,Kohima,25.945464,94.160604,1132.041626,1057.243774,1213.160889,17.662483,30.428244,272.800354,-0.063700,6.746585
KOH_04119,Kohima,25.949978,94.160649,1133.695557,1055.279419,1248.413208,20.187073,33.450775,266.894043,-0.059874,6.567579
KOH_04120,Kohima,25.954492,94.160693,1157.817993,1067.796265,1268.491333,24.865646,48.117298,270.814209,0.154064,5.683832
KOH_04121,Kohima,25.959006,94.160737,993.515076,840.621277,1166.547241,31.460327,50.909897,172.645752,0.089369,5.297994
KOH_04122,Kohima,25.963520,94.160781,763.462219,661.978210,861.401550,25.448307,43.301956,189.866776,-0.080483,5.891980
KOH_04123,Kohima,25.968034,94.160826,646.194397,544.915527,774.284607,23.053625,35.601658,227.569962,0.057471,5.732409
KOH_04124,Kohima,25.972548,94.160870,534.702576,467.791870,643.476562,25.500834,44.854809,175.781128,-0.204037,5.773646
KOH_04125,Kohima,25.977062,94.160914,664.843628,498.386902,805.830322,27.888994,44.207214,26.333185,0.180765,5.246766
KOH_04126,Kohima,25.981576,94.160959,786.807678,654.084717,908.254395,25.266785,38.019424,53.777534,0.204690,5.333977
KOH_04127,Kohima,25.986090,94.161003,858.918518,721.090637,1030.500610,26.994368,44.450382,56.598354,0.052371,5.462135
KOH_04128,Kohima,25.990604,94.161047,929.425659,801.752197,1057.891602,28.115374,42.350773,79.084175,0.011529,5.488095
KOH_04129,Kohima,25.995118,94.161092,940.484985,823.237976,1045.145142,23.407881,42.467022,174.070755,0.107407,5.569075
KOH_04130,Kohima,25.999632,94.161136,769.859009,659.929626,888.592773,24.187872,40.413334,178.161301,-0.148809,6.046158
KOH_04131,Kohima,26.004146,94.161181,644.041138,563.418457,732.281494,24.619644,38.665958,112.251167,-0.184169,6.082671
KOH_04132,Kohima,26.008660,94.161225,745.562622,641.037354,876.915100,24.445786,43.565063,2.304778,0.052130,5.687421
KOH_04133,Kohima,26.013174,94.161269,930.442383,796.654602,1018.273132,23.589252,40.982262,358.522400,0.109462,5.513918
KOH_04134,Kohima,26.017418,94.161722,980.100769,892.490051,1054.911255,23.202648,40.623234,118.893578,0.143849,5.310093
KOH_04135,Kohima,26.021489,94.163000,930.311523,840.224670,998.048035,23.478065,38.871265,166.366013,0.298119,5.192231
KOH_04136,Kohima,25.548706,94.161811,1485.582397,1399.589478,1601.751465,19.043180,30.703255,114.789970,0.087697,5.767467
KOH_04137,Kohima,25.552693,94.161770,1378.724609,1257.826050,1489.268311,25.392748,45.968201,161.256119,0.032005,5.697671
KOH_04138,Kohima,25.557207,94.161814,1319.614136,1243.101807,1419.716064,19.612856,36.978065,321.212219,-0.097900,6.205202
KOH_04139,Kohima,25.561721,94.161857,1371.760498,1292.389893,1456.680176,18.007151,30.100574,247.744583,0.104609,5.652499
KOH_04140,Kohima,25.566235,94.161901,1317.107788,1238.972046,1406.346069,18.686684,35.010300,313.260284,-0.092263,6.378789
KOH_04141,Kohima,25.570750,94.161944,1424.117188,1331.462280,1487.869629,14.834515,26.011753,310.895233,0.101106,5.880349
KOH_04142,Kohima,25.575264,94.161988,1412.736084,1336.673584,1464.298340,14.480778,28.252592,176.114166,0.090312,5.924248
KOH_04143,Kohima,25.579778,94.162032,1288.042603,1218.153320,1384.856689,17.422304,30.896801,177.713104,-0.117100,6.646590
KOH_04144,Kohima,25.584292,94.162075,1290.121094,1220.015259,1368.536011,17.392984,25.942373,288.774994,0.065874,5.769234
KOH_04145,Kohima,25.588807,94.162119,1237.153076,1124.679810,1344.305298,19.939835,28.110617,245.063278,-0.052583,6.354119
KOH_04146,Kohima,25.593321,94.162162,1202.532471,1111.538574,1304.642090,19.744671,33.715107,258.378723,0.080109,5.730214
KOH_04147,Kohima,25.597835,94.162206,1109.642212,1026.619019,1247.114990,22.205853,40.210117,220.841125,-0.088306,5.985084
KOH_04148,Kohima,25.602349,94.162250,1166.737183,1049.806152,1278.342896,24.083632,33.947662,0.397483,0.095709,5.530589
KOH_04149,Kohima,25.606864,94.162293,1290.758667,1210.401978,1359.282104,16.600653,26.698248,309.036652,0.167465,5.694517
KOH_04150,Kohima,25.611378,94.162337,1330.183105,1236.734741,1374.787354,15.718142,29.654469,276.542725,0.122779,5.794089
KOH_04151,Kohima,25.615892,94.162381,1299.874512,1233.852661,1354.932129,15.482100,25.553158,161.265442,0.153412,5.704266
KOH_04152,Kohima,25.620406,94.162424,1205.536499,1161.083008,1277.126709,16.357002,28.683121,253.120926,-0.092492,6.656436
KOH_04153,Kohima,25.624921,94.162468,1295.688232,1181.787476,1350.015015,18.905460,34.344872,320.475525,0.161868,5.550737
KOH_04154,Kohima,25.629435,94.162512,1295.589722,1223.929932,1354.032593,17.290833,30.294947,156.230408,0.184473,5.663462
KOH_04155,Kohima,25.633949,94.162556,1163.913574,1061.262085,1250.306274,19.929798,31.330442,192.861435,-0.013307,6.284141
KOH_04156,Kohima,25.638463,94.162599,1014.926697,949.865112,1111.174683,20.799706,32.647396,221.571747,-0.150667,6.542392
KOH_04157,Kohima,25.642977,94.162643,1085.942261,969.459961,1191.447021,22.398987,34.977432,12.279078,-0.037850,5.772203
KOH_04158,Kohima,25.647492,94.162687,1231.277466,1131.096191,1360.799805,22.353769,34.878216,35.782764,0.072867,5.717880
KOH_04159,Kohima,25.652006,94.162730,1363.647217,1242.638794,1429.793945,22.576492,35.438580,71.000282,0.266782,5.262352
KOH_04160,Kohima,25.656520,94.162774,1272.988403,1145.983887,1370.250977,23.555613,38.206173,214.383987,-0.004320,5.821325
KOH_04161,Kohima,25.661034,94.162818,1146.366455,1057.749023,1254.482788,23.703690,35.371895,218.739548,-0.198616,6.162120
KOH_04162,Kohima,25.665549,94.162862,1240.997925,1111.446411,1384.095947,28.097399,37.733166,12.136948,0.030886,5.534062
KOH_04163,Kohima,25.670063,94.162906,1336.684692,1251.856201,1403.145874,20.805834,38.730816,181.601837,0.181672,5.463995
KOH_04164,Kohima,25.674577,94.162949,1199.845825,1093.364136,1297.213013,19.296236,33.683929,181.352188,-0.036538,6.394818
KOH_04165,Kohima,25.679091,94.162993,1059.296265,963.903503,1153.421509,19.997122,32.842056,216.000748,-0.178630,6.576609
KOH_04166,Kohima,25.683605,94.163037,1106.886353,981.039734,1222.996582,24.253298,38.813213,352.510193,0.069303,5.704998
KOH_04167,Kohima,25.688120,94.163081,1260.115723,1155.478271,1339.612427,21.649164,37.764427,338.611847,0.183981,5.362696
KOH_04168,Kohima,25.692634,94.163125,1239.925781,1111.339233,1355.865356,25.002314,42.346149,225.139618,0.061948,5.534819
KOH_04169,Kohima,25.697148,94.163169,1065.978271,998.661804,1147.346558,26.394447,39.049755,223.706238,-0.089098,5.762359
KOH_04170,Kohima,25.701662,94.163212,1182.227783,1086.952515,1306.928589,25.346909,37.701939,22.594351,0.094669,5.417816
KOH_04171,Kohima,25.706176,94.163256,1293.997925,1206.961060,1351.298828,21.837265,37.077095,118.559631,0.208613,5.373396
KOH_04172,Kohima,25.710690,94.163300,1141.670532,1019.911682,1251.997803,23.433601,35.064674,161.993179,-0.066977,6.036223
KOH_04173,Kohima,25.715205,94.163344,1001.935364,908.270081,1094.354492,21.157974,35.155655,149.417450,0.029482,5.611519
KOH_04174,Kohima,25.719719,94.163388,958.830200,886.692139,1049.811401,22.395073,35.243382,346.911591,-0.136118,5.954735
KOH_04175,Kohima,25.724233,94.163432,1078.564575,984.384399,1161.814819,21.694860,37.872704,288.787994,0.060348,5.546326
KOH_04176,Kohima,25.728747,94.163476,1067.973999,967.636780,1166.214966,18.263897,30.320503,256.552460,0.075023,5.877355
KOH_04177,Kohima,25.733261,94.163520,971.728271,864.144104,1045.084229,23.607361,39.101337,210.273239,-0.102204,5.875688
KOH_04178,Kohima,25.737775,94.163564,1010.631714,904.792358,1124.745483,21.240555,33.333786,0.542025,-0.056494,6.237357
KOH_04179,Kohima,25.742290,94.163608,1133.354736,1037.317261,1212.373901,20.703220,36.437328,273.360413,0.119268,5.554813
KOH_04180,Kohima,25.746804,94.163652,1110.865112,1009.402832,1166.768921,17.754410,29.618301,261.042908,0.171826,5.775242
KOH_04181,Kohima,25.751318,94.163696,996.316040,851.498901,1117.133545,23.889236,40.571365,149.962662,0.004430,5.828041
KOH_04182,Kohima,25.755832,94.163740,840.215210,754.821533,1002.821045,26.335793,41.867695,135.467712,-0.203613,6.100545
KOH_04183,Kohima,25.760346,94.163784,860.023438,747.304932,955.344971,20.482073,39.209579,300.419373,0.026532,5.719524
KOH_04184,Kohima,25.764860,94.163828,944.393372,855.224243,1033.546265,18.421227,31.444082,336.444031,-0.034575,6.182611
KOH_04185,Kohima,25.769374,94.163872,1059.883667,966.132141,1145.246094,16.577442,30.514940,310.692474,0.034249,6.170029
KOH_04186,Kohima,25.773889,94.163916,1142.465576,1081.362915,1226.665039,18.552767,37.135342,18.467934,0.033944,5.826118
KOH_04187,Kohima,25.778403,94.163960,1209.690308,1100.123291,1366.486694,22.397860,40.847176,60.325005,-0.011748,5.945975
KOH_04188,Kohima,25.782917,94.164004,1320.890625,1206.523560,1401.767212,21.662199,34.631054,79.900505,0.055526,5.578278
KOH_04189,Kohima,25.787431,94.164048,1256.275391,1186.050659,1317.571533,15.498757,30.386244,179.399338,-0.036537,6.183663
KOH_04190,Kohima,25.791945,94.164092,1145.444214,1075.393799,1230.830322,17.504017,32.765816,179.064835,-0.042876,6.267697
KOH_04191,Kohima,25.796459,94.164136,1068.002563,991.983215,1128.161621,16.269424,30.304058,233.820557,-0.012846,5.998122
KOH_04192,Kohima,25.800973,94.164180,1025.433960,972.247681,1075.892578,15.438212,27.103987,239.120911,0.042010,5.890709
KOH_04193,Kohima,25.805487,94.164224,960.976196,916.723206,1016.616333,16.510283,29.478605,231.091461,-0.118379,6.335603
KOH_04194,Kohima,25.810002,94.164269,1032.360962,958.450562,1079.062500,17.880867,32.007179,293.336609,0.141618,5.493308
KOH_04195,Kohima,25.814516,94.164313,985.929932,935.939941,1068.842529,15.886525,28.586088,262.125671,-0.109119,6.434164
KOH_04196,Kohima,25.819030,94.164357,1003.125244,961.145325,1063.233154,14.076653,28.492464,8.899944,-0.084339,6.561540
KOH_04197,Kohima,25.823544,94.164401,1052.365112,997.428284,1141.954590,17.935886,35.086628,40.763588,-0.061987,5.869860
KOH_04198,Kohima,25.828058,94.164445,1086.059448,1031.289917,1156.299561,16.520956,33.299679,72.643318,-0.146494,6.550141
KOH_04199,Kohima,25.832572,94.164489,1129.865723,1065.036621,1219.074829,19.145885,32.069378,353.410675,-0.119891,6.331534
KOH_04200,Kohima,25.837086,94.164533,1205.739014,1118.523682,1340.503418,18.958380,34.244244,323.567841,-0.061925,6.458064
KOH_04201,Kohima,25.841600,94.164578,1304.496704,1228.102905,1376.254028,18.914253,34.017906,341.315277,-0.026112,6.143915
KOH_04202,Kohima,25.846114,94.164622,1458.613281,1359.632202,1591.050049,22.063625,37.829334,343.284912,0.012339,5.924165
KOH_04203,Kohima,25.850629,94.164666,1626.355957,1494.196899,1749.736694,24.627558,38.286747,316.593597,0.068260,5.495052
KOH_04204,Kohima,25.855143,94.164710,1680.371826,1581.413696,1750.725952,23.428286,40.261703,200.167816,0.183564,5.258233
KOH_04205,Kohima,25.859657,94.164755,1649.164551,1555.759766,1728.424194,24.311462,38.731472,52.958427,0.167473,5.454686
KOH_04206,Kohima,25.864171,94.164799,1589.628052,1407.768066,1730.916748,30.537245,48.028301,137.381683,0.165243,5.291115
KOH_04207,Kohima,25.868685,94.164843,1428.475464,1291.804688,1584.318237,27.706467,42.443481,146.433899,0.122817,5.268696
KOH_04208,Kohima,25.873199,94.164887,1278.884521,1141.839722,1416.127686,28.273939,46.119331,158.607208,0.110535,5.295523
KOH_04209,Kohima,25.877713,94.164932,1130.024414,996.092834,1279.840454,27.642780,41.588203,115.016090,-0.221604,6.025356
KOH_04210,Kohima,25.882227,94.164976,1095.364868,964.418945,1246.895630,26.983627,47.168736,97.346443,-0.062199,5.612182
KOH_04211,Kohima,25.886741,94.165020,1012.720459,942.864502,1136.514038,18.741884,38.778816,119.293335,0.012679,5.953471
KOH_04212,Kohima,25.891255,94.165065,929.656128,876.757996,1003.975586,16.812504,31.083038,166.157272,0.006375,5.903251
KOH_04213,Kohima,25.895769,94.165109,842.134949,798.011902,896.060547,12.321892,23.988226,187.187103,-0.052065,6.747593
KOH_04214,Kohima,25.900283,94.165153,805.890442,753.582703,866.879700,16.770353,34.101288,104.688828,-0.086796,6.046489
KOH_04215,Kohima,25.904797,94.165198,852.330139,793.411560,922.504456,16.127768,29.429125,354.376678,0.003830,5.893127
KOH_04216,Kohima,25.909311,94.165242,948.533386,838.925842,1003.430237,21.755411,35.767570,45.888649,0.177235,5.328318
KOH_04217,Kohima,25.913825,94.165286,922.966248,837.003235,1012.984619,21.705227,38.437401,29.858152,-0.074986,6.044343
KOH_04218,Kohima,25.918339,94.165331,1056.001465,968.225098,1144.321167,18.195751,33.530857,352.533203,-0.058907,6.149704
KOH_04219,Kohima,25.922854,94.165375,1186.658325,1107.536621,1253.835205,18.205969,31.988392,353.565582,-0.036523,6.010387
KOH_04220,Kohima,25.927368,94.165419,1309.285034,1231.925049,1383.415039,18.993231,30.625553,340.756287,0.081916,5.654544
KOH_04221,Kohima,25.931882,94.165464,1353.126953,1284.517212,1404.741577,18.720701,34.521873,169.762878,0.123293,5.636222
KOH_04222,Kohima,25.936396,94.165508,1293.825195,1217.813843,1381.813110,18.377575,39.098347,188.296204,0.089499,5.663283
KOH_04223,Kohima,25.940910,94.165553,1171.135254,1095.848145,1242.220947,15.822404,32.758114,173.584915,-0.046754,6.319409
KOH_04224,Kohima,25.945424,94.165597,1055.709351,990.597656,1118.161255,15.278173,27.268084,194.392670,-0.057040,6.502062
KOH_04225,Kohima,25.949938,94.165642,996.765137,929.587524,1061.942627,15.292061,27.985348,248.773834,-0.065362,6.565610
KOH_04226,Kohima,25.954452,94.165686,996.864807,914.406128,1078.584106,17.104080,27.737785,279.348206,-0.021596,6.643313
