cell_id,district,lat,lon,elevation_mean,elevation_min,elevation_max,slope_mean,slope_max,aspect_mean,curvature_mean,twi_mean
AIZ_00327,Aizawl,23.743870,92.641593,360.386993,270.823883,526.554382,25.012997,47.581657,91.113045,-0.101278,5.965188
AIZ_00328,Aizawl,23.748386,92.641581,388.493683,260.363037,547.394714,29.538782,45.829098,88.067993,0.019356,5.826181
AIZ_00329,Aizawl,23.752902,92.641568,433.162598,259.501282,516.089417,25.360779,46.556896,80.476341,0.020755,5.525075
AIZ_00330,Aizawl,23.757419,92.641556,461.824463,412.906372,500.681549,16.650423,39.725571,133.602371,0.148726,5.530072
AIZ_00331,Aizawl,23.761935,92.641544,420.202850,375.149017,467.844421,17.880669,34.926586,181.241608,0.112469,5.485903
AIZ_00332,Aizawl,23.766451,92.641531,386.863586,330.714081,434.280487,16.474928,35.147507,147.897034,0.137065,5.681762
AIZ_00333,Aizawl,23.770967,92.641519,300.601166,183.536240,389.310608,19.561104,43.143681,157.444672,0.197829,5.544495
AIZ_00334,Aizawl,23.775483,92.641507,204.481796,79.670609,298.468903,23.286087,50.557457,123.187881,0.149537,5.624966
AIZ_00335,Aizawl,23.780000,92.641494,175.937851,69.000000,282.530609,22.581898,42.331951,101.740326,-0.025784,5.803678
AIZ_00336,Aizawl,23.784516,92.641482,152.777344,69.000000,230.605865,29.244997,55.447323,153.914810,-0.120610,5.303254
AIZ_00337,Aizawl,23.789032,92.641469,137.515259,69.000000,238.788620,27.667711,51.073837,50.044254,-0.174699,5.601128
AIZ_00338,Aizawl,23.793548,92.641457,158.004684,62.532059,245.998917,26.536695,56.630939,111.995049,-0.201555,5.664050
AIZ_00339,Aizawl,23.798064,92.641445,162.378006,103.113182,199.788284,12.691720,52.125984,219.402679,0.078831,6.017108
AIZ_00340,Aizawl,23.802580,92.641432,108.064484,57.000000,172.163208,10.270333,26.227465,214.068161,-0.041534,6.787210
AIZ_00341,Aizawl,23.807097,92.641420,82.643631,57.000000,118.995628,11.918276,34.452690,275.335175,-0.063532,6.224784
AIZ_00342,Aizawl,23.811613,92.641407,99.200562,57.000000,163.394501,16.693611,37.340847,40.317280,-0.079966,5.945076
AIZ_00343,Aizawl,23.816129,92.641395,185.770187,77.163483,303.747162,25.225086,46.423466,25.239363,0.139044,5.265187
AIZ_00344,Aizawl,23.820645,92.641383,229.045593,54.000000,371.540985,31.754723,48.759014,259.224518,0.202315,5.324631
AIZ_00345,Aizawl,23.825161,92.641370,189.293625,54.000000,368.770203,32.404766,48.186565,271.827301,-0.175805,5.800042
AIZ_00346,Aizawl,23.827857,92.641722,195.560623,54.000000,361.690613,35.104095,45.894024,287.999115,-0.298990,5.385770
AIZ_00347,Aizawl,23.402514,92.648319,563.786011,498.260315,621.938721,30.698029,39.824177,222.151443,-1.382718,5.578025
AIZ_00348,Aizawl,23.405260,92.647521,540.895264,452.216766,625.145874,22.912340,40.284126,288.520325,-0.145660,5.743206
AIZ_00349,Aizawl,23.409675,92.647393,662.428101,551.291260,760.796570,22.520247,38.899532,347.826538,0.044431,5.497240
AIZ_00350,Aizawl,23.414191,92.647381,646.681396,488.354523,757.666992,28.308699,44.483437,164.257309,0.133413,5.221109
AIZ_00351,Aizawl,23.418708,92.647369,452.120148,321.623138,666.914551,31.940548,51.964634,153.949570,-0.162396,5.380918
AIZ_00352,Aizawl,23.423224,92.647357,340.032593,245.200684,445.381042,23.861135,45.361664,223.658356,-0.039257,5.616043
AIZ_00353,Aizawl,23.427740,92.647345,376.237457,255.940384,553.482971,30.312601,48.595612,358.696045,-0.141016,5.621753
AIZ_00354,Aizawl,23.432257,92.647333,575.132690,424.486389,700.135010,27.789825,48.130310,319.376251,0.263048,5.121563
AIZ_00355,Aizawl,23.436773,92.647321,556.598511,407.870819,678.443176,26.820024,44.347492,248.107986,-0.075358,5.680418
AIZ_00356,Aizawl,23.441289,92.647309,468.930542,346.990692,596.321472,27.411947,43.241230,242.616486,-0.095805,5.786521
AIZ_00357,Aizawl,23.445806,92.647297,487.952545,388.669037,611.893494,26.988234,41.215164,284.792084,0.073223,5.390445
AIZ_00358,Aizawl,23.450322,92.647285,454.644470,330.810913,607.604553,27.275452,45.233177,290.888702,-0.272033,5.929521
AIZ_00359,Aizawl,23.454839,92.647273,495.804443,371.858551,631.349365,27.513626,46.264576,212.970398,0.224930,5.127110
AIZ_00360,Aizawl,23.459355,92.647261,390.716309,313.873383,467.278748,23.059641,36.535328,193.925369,-0.062663,5.586086
AIZ_00361,Aizawl,23.463871,92.647249,348.841339,279.920197,441.354614,25.679731,44.401592,177.545944,-0.120025,5.492463
AIZ_00362,Aizawl,23.468388,92.647237,309.679932,264.024963,394.679474,21.272856,34.468700,314.436005,-0.147673,5.766488
AIZ_00363,Aizawl,23.472904,92.647225,406.729706,309.028290,515.423035,25.869337,42.653236,354.868561,-0.046711,5.505406
AIZ_00364,Aizawl,23.477420,92.647213,444.095306,330.780975,539.556396,25.014078,39.555748,133.328201,0.146721,5.288696
AIZ_00365,Aizawl,23.481937,92.647201,334.538239,241.322784,432.668945,31.501249,56.737946,355.343292,-0.097383,5.717405
AIZ_00366,Aizawl,23.486453,92.647189,432.356567,329.533875,471.388275,16.978546,47.902290,252.606323,0.261124,5.720171
AIZ_00367,Aizawl,23.490970,92.647177,403.875793,290.310425,458.507202,16.720463,43.543919,330.180023,-0.093892,6.350055
AIZ_00368,Aizawl,23.495486,92.647165,484.987946,413.464020,545.086548,13.036652,33.195366,357.275146,-0.002332,6.110780
AIZ_00369,Aizawl,23.500002,92.647153,497.953949,457.645844,541.935852,11.177323,24.852835,136.597382,0.030775,6.236308
AIZ_00370,Aizawl,23.504519,92.647141,506.240906,467.433105,569.277954,12.139672,38.472160,356.438049,0.030716,6.040640
AIZ_00371,Aizawl,23.509035,92.647129,561.041931,493.872467,609.968811,15.787323,36.102924,340.590942,0.048857,5.832583
AIZ_00372,Aizawl,23.513551,92.647117,564.218994,471.587646,612.095825,16.760803,37.069439,206.308243,0.058459,5.754282
AIZ_00373,Aizawl,23.518068,92.647105,381.766541,225.283096,532.988831,29.011637,58.323948,186.387009,0.059734,5.686311
AIZ_00374,Aizawl,23.522584,92.647093,265.679047,187.500000,404.593323,24.003799,43.312771,358.788116,-0.303334,6.435809
AIZ_00375,Aizawl,23.527100,92.647081,492.630676,326.274536,553.498840,18.017374,51.737717,17.047451,0.149733,6.127964
AIZ_00376,Aizawl,23.531617,92.647069,563.139282,513.304932,619.855530,13.259602,28.704361,50.369175,-0.034666,6.072579
AIZ_00377,Aizawl,23.536133,92.647057,613.911621,548.324585,657.662720,11.330042,28.177792,60.070923,0.070527,6.177067
AIZ_00378,Aizawl,23.540649,92.647045,595.103577,428.127563,657.798157,15.914319,52.496403,121.759674,0.017237,5.987672
AIZ_00379,Aizawl,23.545166,92.647033,406.384247,267.577484,598.872437,28.935614,57.699196,148.334198,0.130455,5.585921
AIZ_00380,Aizawl,23.549682,92.647021,319.192657,232.820648,376.443542,15.476837,40.713089,69.540161,0.017642,6.206489
AIZ_00381,Aizawl,23.554198,92.647009,284.204895,178.000000,383.025970,24.760193,46.864109,155.167145,0.049929,5.555486
AIZ_00382,Aizawl,23.558715,92.646996,340.463837,198.088165,491.500977,29.238010,47.715527,5.956364,-0.040289,5.879506
AIZ_00383,Aizawl,23.563231,92.646984,584.834351,425.906525,638.166870,20.389542,51.654526,20.809008,0.280860,5.596179
AIZ_00384,Aizawl,23.567747,92.646972,649.374451,582.884033,710.168884,15.696698,38.022198,4.129539,-0.076668,6.120781
AIZ_00385,Aizawl,23.572264,92.646960,689.909607,453.569305,741.867249,17.174490,59.034451,263.315826,0.249967,5.600833
AIZ_00386,Aizawl,23.576341,92.647316,493.644196,279.892822,705.511475,38.997967,61.613346,206.317322,0.214322,4.873649
AIZ_00387,Aizawl,23.581678,92.648640,299.183044,221.722855,403.932709,42.733826,53.381172,263.243896,-0.199736,4.830050
AIZ_00388,Aizawl,23.584690,92.648779,272.052765,191.768066,347.859589,45.490105,51.759373,269.600800,0.363548,4.548628
AIZ_00389,Aizawl,23.609897,92.649026,727.597961,720.519592,733.325745,5.359544,6.373912,331.535919,-0.260532,6.607397
AIZ_00390,Aizawl,23.613294,92.648578,756.085693,719.283020,780.873718,13.972212,25.515669,336.661377,0.418523,5.335778
AIZ_00391,Aizawl,23.617515,92.646921,805.071289,741.802124,872.357544,18.456291,44.682732,271.059814,0.206453,5.542520
AIZ_00392,Aizawl,23.621943,92.646827,639.179260,490.288330,783.108154,26.266060,47.077477,206.970093,-0.096345,5.993642
AIZ_00393,Aizawl,23.626459,92.646815,450.069031,259.806549,613.130371,30.455734,54.507866,209.942490,0.008663,5.719358
AIZ_00394,Aizawl,23.630975,92.646803,306.658386,195.272278,425.785645,23.991764,49.547943,271.573547,-0.058118,6.131840
AIZ_00395,Aizawl,23.635492,92.646791,290.212952,196.418121,406.379242,22.065729,38.204132,245.248383,0.143247,5.664726
AIZ_00396,Aizawl,23.640008,92.646779,220.606277,145.014435,388.228424,30.784727,48.941982,16.149590,-0.262489,5.799860
AIZ_00397,Aizawl,23.644524,92.646767,497.327789,254.615814,694.337341,37.321629,51.863899,28.877783,0.213431,5.009377
AIZ_00398,Aizawl,23.649040,92.646755,696.324219,474.601837,827.320862,31.679504,50.588055,25.835909,0.259634,4.981240
AIZ_00399,Aizawl,23.653557,92.646742,766.040771,510.935364,946.157837,33.138584,48.123039,60.259144,0.181905,5.112036
AIZ_00400,Aizawl,23.658073,92.646730,701.271240,382.099365,903.859436,39.134975,54.050564,148.531784,0.156923,5.150959
AIZ_00401,Aizawl,23.662589,92.646718,380.864136,184.816940,652.963318,37.924686,53.328148,134.006378,0.023987,5.362845
AIZ_00402,Aizawl,23.667105,92.646706,254.910553,130.288803,480.617584,35.302750,48.842651,115.873550,-0.204845,5.330993
AIZ_00403,Aizawl,23.671622,92.646694,196.036789,129.335968,280.347687,27.512903,54.305492,280.845276,-0.221170,6.015862
AIZ_00404,Aizawl,23.676138,92.646682,283.891876,129.500000,450.416199,32.369335,54.107361,286.450684,-0.064614,5.452732
AIZ_00405,Aizawl,23.680654,92.646670,398.327118,201.433365,600.681030,26.475477,49.756680,299.824799,-0.041886,6.054422
AIZ_00406,Aizawl,23.685170,92.646657,513.054504,338.323120,640.083679,26.632402,55.898403,287.829346,0.103994,5.867430
AIZ_00407,Aizawl,23.689651,92.646688,575.867859,478.058655,664.869507,20.172161,36.330894,274.583801,0.025999,5.771127
AIZ_00408,Aizawl,23.694203,92.647083,639.527161,519.872925,792.370605,24.111359,42.816059,315.355743,0.112774,5.472023
AIZ_00409,Aizawl,23.698796,92.646786,685.289978,623.283630,776.154358,16.596243,35.442207,213.949203,0.003531,5.880344
AIZ_00410,Aizawl,23.703235,92.646609,604.753906,548.933777,680.707214,12.158916,30.240187,190.505417,-0.054024,6.605154
AIZ_00411,Aizawl,23.707752,92.646597,536.975464,497.128113,576.894897,7.559572,17.264935,201.594345,0.008808,6.983874
AIZ_00412,Aizawl,23.712268,92.646585,406.999176,283.150543,515.923462,23.832817,43.101059,190.774689,0.134337,5.805501
AIZ_00413,Aizawl,23.716784,92.646572,222.988297,101.679222,356.870789,23.704023,49.727821,219.206207,-0.127232,6.312214
AIZ_00414,Aizawl,23.721300,92.646560,169.179535,100.917336,281.285461,26.137157,44.724983,236.371185,-0.167723,6.088480
AIZ_00415,Aizawl,23.725816,92.646548,183.611450,95.426979,362.903412,28.687668,46.805252,57.974030,-0.292437,6.253192
AIZ_00416,Aizawl,23.730333,92.646536,345.320251,142.165039,491.989716,33.710739,54.692764,73.850250,0.141705,5.512965
AIZ_00417,Aizawl,23.734849,92.646524,411.072784,173.702942,520.015686,25.850739,58.078487,79.835579,0.045633,5.780266
AIZ_00418,Aizawl,23.739365,92.646511,537.735962,380.762695,666.812866,28.383574,49.452354,57.899075,0.125639,5.372687
AIZ_00419,Aizawl,23.743881,92.646499,591.579041,490.198273,641.785217,15.719630,47.514076,141.445023,0.183558,5.992783
AIZ_00420,Aizawl,23.748398,92.646487,554.482117,492.258850,579.870850,9.932078,40.980183,155.667526,0.125940,6.190143
AIZ_00421,Aizawl,23.752914,92.646475,491.753204,380.664642,550.752808,19.713972,47.592373,200.466934,0.040802,5.597622
AIZ_00422,Aizawl,23.757430,92.646463,425.799377,363.459900,510.216614,22.818884,41.392818,202.716019,-0.120813,5.747202
AIZ_00423,Aizawl,23.761946,92.646451,386.591644,341.006165,444.164581,14.014155,34.493675,133.455887,-0.091846,6.295117
AIZ_00424,Aizawl,23.766462,92.646438,345.154785,302.357361,384.702576,13.594114,36.923462,133.316284,-0.166437,6.740690
AIZ_00425,Aizawl,23.770979,92.646426,317.249390,249.504166,390.977539,15.629405,35.995308,110.999512,-0.153998,6.551495
AIZ_00426,Aizawl,23.775495,92.646414,309.501343,228.868088,365.170410,15.665553,30.934023,110.391518,0.058828,5.895828
AIZ_00427,Aizawl,23.780011,92.646402,254.699677,200.892365,314.245728,15.137656,31.617687,161.934891,-0.087092,6.107955
AIZ_00428,Aizawl,23.784527,92.646389,237.598541,158.625076,295.633026,16.778061,34.956440,115.399773,0.116922,5.756241
AIZ_00429,Aizawl,23.789043,92.646377,210.009995,130.685593,255.385284,18.211782,35.013775,41.750683,-0.117187,5.868424
AIZ_00430,Aizawl,23.793559,92.646365,230.799179,178.047943,263.041779,10.427395,21.201471,164.982117,0.046002,6.313064
AIZ_00431,Aizawl,23.798076,92.646353,161.149460,127.576988,218.654709,9.039667,22.495632,146.324570,-0.011329,6.547397
AIZ_00432,Aizawl,23.802592,92.646341,115.216293,63.730694,153.713928,7.520880,18.833355,139.468582,0.012896,7.062342
AIZ_00433,Aizawl,23.807108,92.646328,86.090919,56.500000,138.168549,13.700532,38.058041,136.544571,-0.041052,6.371808
AIZ_00434,Aizawl,23.811624,92.646316,122.872810,56.962002,171.344589,15.479252,34.904495,333.213562,0.070720,5.621565
AIZ_00435,Aizawl,23.816140,92.646304,118.603050,64.363556,187.298859,14.752770,34.257851,223.519012,0.041770,5.954410
AIZ_00436,Aizawl,23.820656,92.646292,100.403801,54.500000,233.405411,19.606588,43.728436,28.912781,-0.228181,6.064194
AIZ_00437,Aizawl,23.825173,92.646279,159.653549,64.384171,236.307846,18.933355,43.130886,109.859695,0.107370,5.748083
AIZ_00438,Aizawl,23.827816,92.645479,112.816444,54.000000,168.784164,19.624144,42.517582,102.360443,0.035342,6.249477
AIZ_00439,Aizawl,23.375604,92.654486,595.317444,582.284302,609.840637,,,,0.651428,
AIZ_00440,Aizawl,23.378476,92.653229,588.179382,482.788635,675.443115,30.509478,40.613026,220.646713,0.259636,5.044723
AIZ_00441,Aizawl,23.382607,92.652539,380.421997,276.477264,528.689758,29.702936,43.814743,193.006882,-0.194686,5.454031
AIZ_00442,Aizawl,23.386902,92.652914,396.695496,317.550995,469.801056,24.995279,38.969120,326.381012,0.049418,5.325883
AIZ_00443,Aizawl,23.391201,92.654133,450.975525,366.850922,548.018494,28.061737,44.335453,37.839939,0.043273,5.136299
AIZ_00444,Aizawl,23.396364,92.654214,511.280640,470.281281,544.481079,21.175175,33.112381,276.678589,0.023403,5.197464
AIZ_00445,Aizawl,23.401186,92.653234,480.798798,377.676697,566.024658,26.578203,39.980270,233.561417,0.102477,5.063189
AIZ_00446,Aizawl,23.405169,92.652298,473.573578,362.606720,572.033997,23.571087,38.470619,328.664917,-0.148427,5.801455
AIZ_00447,Aizawl,23.409686,92.652287,610.861816,505.604340,710.607239,22.726830,37.375256,306.484100,0.022224,5.508692
AIZ_00448,Aizawl,23.414202,92.652275,619.812500,461.120911,723.079041,23.310469,38.695553,246.394836,0.071406,5.439436
AIZ_00449,Aizawl,23.418718,92.652263,459.422241,329.294250,663.903076,29.203253,42.146893,217.069153,0.131873,5.193387
AIZ_00450,Aizawl,23.423235,92.652251,289.368988,235.736420,403.318542,22.393183,43.061123,202.287628,-0.180807,5.949087
AIZ_00451,Aizawl,23.427751,92.652239,383.341736,279.187347,518.355164,28.790056,46.155277,313.073242,0.300594,5.074569
AIZ_00452,Aizawl,23.432268,92.652228,415.637665,285.740662,561.686584,27.589052,41.261391,271.596375,0.030661,5.834044
AIZ_00453,Aizawl,23.436784,92.652216,373.723419,226.073730,547.924683,28.915194,47.376846,260.316895,0.049415,5.349259
AIZ_00454,Aizawl,23.441300,92.652204,325.897797,225.497681,429.459351,26.521107,41.902451,271.730133,0.007661,5.529482
AIZ_00455,Aizawl,23.445817,92.652192,343.286224,237.924606,455.690033,24.905972,39.082855,277.196625,0.129586,5.557038
AIZ_00456,Aizawl,23.450333,92.652180,340.486572,208.980515,442.451172,27.073338,44.646553,263.939484,0.090730,5.391990
AIZ_00457,Aizawl,23.454850,92.652169,336.886230,208.500000,463.475525,25.254173,42.543602,275.261414,-0.002831,5.601180
AIZ_00458,Aizawl,23.459366,92.652157,364.657410,265.975128,461.572418,22.513201,39.517948,285.567200,-0.013345,5.652292
AIZ_00459,Aizawl,23.463882,92.652145,386.805786,284.308014,457.495911,21.794437,41.054543,274.488800,0.263926,5.358175
AIZ_00460,Aizawl,23.468399,92.652133,324.171204,245.041306,403.275146,23.286152,43.066326,225.198914,0.021047,5.546135
AIZ_00461,Aizawl,23.472915,92.652121,402.684540,315.126160,515.754150,24.336033,40.367290,311.135986,0.263940,5.425093
AIZ_00462,Aizawl,23.477431,92.652109,426.881927,294.080963,537.772644,24.958038,49.236599,257.981140,0.220718,5.424154
AIZ_00463,Aizawl,23.481948,92.652098,318.160645,198.556122,448.565491,31.758692,54.432003,206.550568,-0.031048,5.283149
AIZ_00464,Aizawl,23.486464,92.652086,275.134247,197.000000,403.915924,27.566660,53.893841,263.325104,-0.027830,5.404535
AIZ_00465,Aizawl,23.490981,92.652074,300.073517,196.500000,438.418060,27.873022,51.262844,320.908691,-0.206745,5.815297
AIZ_00466,Aizawl,23.495497,92.652062,471.579041,301.216461,558.256409,24.920200,52.288471,343.011810,0.181170,5.428502
AIZ_00467,Aizawl,23.500013,92.652050,511.405609,385.059448,575.994141,21.960762,50.330032,193.916916,0.232695,5.471844
AIZ_00468,Aizawl,23.504530,92.652038,395.309357,228.814026,518.098389,28.367950,49.098591,223.213608,-0.093220,5.740728
AIZ_00469,Aizawl,23.509046,92.652026,375.746613,201.130402,558.148315,31.593897,52.694748,288.297516,0.063855,5.510583
AIZ_00470,Aizawl,23.513562,92.652015,408.322510,256.656952,562.692444,29.015232,48.883881,258.580750,0.152405,5.690963
AIZ_00471,Aizawl,23.518079,92.652003,317.525085,193.500763,510.579773,26.048220,56.886078,221.892456,0.195188,5.511034
AIZ_00472,Aizawl,23.522595,92.651991,257.272644,189.130539,343.060638,22.376661,43.946075,6.107984,-0.171887,6.283990
AIZ_00473,Aizawl,23.527111,92.651979,476.773346,323.389862,611.893738,29.292671,52.114513,358.986969,0.100843,5.396664
AIZ_00474,Aizawl,23.531628,92.651967,595.075378,461.124420,636.875916,18.603155,55.907158,359.144928,0.244478,5.689709
AIZ_00475,Aizawl,23.536144,92.651955,637.502869,526.140686,680.606995,17.421459,46.364201,330.754120,0.123614,5.627376
AIZ_00476,Aizawl,23.540660,92.651943,647.466187,532.810608,700.794312,17.302608,51.911003,136.831192,0.179303,5.566117
AIZ_00477,Aizawl,23.545177,92.651931,442.596039,338.520050,612.652954,21.290276,57.294270,150.210831,-0.136688,6.344862
AIZ_00478,Aizawl,23.549693,92.651919,390.664307,342.062531,446.213409,11.424174,19.585388,95.156677,-0.022961,6.570873
AIZ_00479,Aizawl,23.554209,92.651908,307.249634,177.568939,443.393677,25.801336,46.051205,147.716217,-0.146775,5.885822
AIZ_00480,Aizawl,23.558726,92.651896,307.847656,177.500000,484.472351,28.919607,48.725605,321.124390,0.023594,5.500912
AIZ_00481,Aizawl,23.563242,92.651884,460.885071,295.228302,647.386841,33.574833,54.246876,321.528137,0.027220,5.316405
AIZ_00482,Aizawl,23.567758,92.651872,581.934570,414.291229,680.156067,27.469868,49.031872,272.474701,0.183327,5.185048
AIZ_00483,Aizawl,23.572275,92.651860,461.919403,208.946243,691.643433,34.706402,58.412262,227.012833,0.035296,5.354605
AIZ_00484,Aizawl,23.576791,92.651848,277.044403,176.500000,424.476715,36.976810,61.157955,239.083420,-0.265548,5.578631
AIZ_00485,Aizawl,23.581307,92.651836,280.145264,176.394073,423.141632,32.003731,56.051731,98.087257,-0.310024,5.618210
AIZ_00486,Aizawl,23.585798,92.651855,326.321838,171.315094,527.359131,33.709629,54.543221,62.570969,-0.105576,5.390659
AIZ_00487,Aizawl,23.589867,92.652588,426.467987,212.847565,530.129272,28.547419,53.593582,103.618263,0.263679,5.360178
AIZ_00488,Aizawl,23.592754,92.654056,446.641479,441.100433,456.660553,,,,1.225386,
AIZ_00489,Aizawl,23.601487,92.654094,657.106445,642.599731,671.613220,,,,,
AIZ_00490,Aizawl,23.604413,92.652872,705.158081,683.288574,729.644165,10.776992,19.231279,342.545776,0.020679,5.765187
AIZ_00491,Aizawl,23.608492,92.651887,715.488831,693.435730,733.456604,9.829930,19.677212,49.439304,-0.012476,6.034029
AIZ_00492,Aizawl,23.612921,92.651753,727.820190,705.969055,765.066956,9.925164,20.791353,302.646301,-0.038753,6.160395
AIZ_00493,Aizawl,23.617438,92.651741,744.638733,704.884949,785.910217,14.621523,43.352291,293.270477,0.007566,5.867825
AIZ_00494,Aizawl,23.621954,92.651729,589.159180,431.909393,757.469971,28.250219,50.042656,201.372147,-0.017022,5.657354
AIZ_00495,Aizawl,23.626470,92.651717,356.126953,191.449661,472.010406,25.588921,50.462944,203.123215,0.037685,6.262262
AIZ_00496,Aizawl,23.630986,92.651705,204.818588,150.987457,314.937805,24.484909,43.611546,98.554825,-0.201527,6.229590
AIZ_00497,Aizawl,23.635503,92.651693,208.117126,148.000000,295.203796,21.291212,37.404449,148.065002,-0.030352,6.004964
AIZ_00498,Aizawl,23.640019,92.651681,291.742157,147.500000,451.748779,28.958136,51.150639,15.652628,-0.086607,5.840405
AIZ_00499,Aizawl,23.644535,92.651669,527.322144,402.286102,659.691711,25.741426,51.758244,340.075226,-0.056933,5.974009
AIZ_00500,Aizawl,23.649051,92.651657,685.446960,558.110718,844.602783,27.026783,43.280777,352.999725,-0.115864,5.969552
AIZ_00501,Aizawl,23.653568,92.651645,893.450684,747.505798,1000.406372,26.332439,47.426174,350.386780,0.197818,5.320847
AIZ_00502,Aizawl,23.658084,92.651633,864.635803,696.993286,983.773193,29.675644,53.066875,152.136658,0.109744,5.387491
AIZ_00503,Aizawl,23.662600,92.651621,599.842590,360.493469,802.487915,43.320621,61.452076,105.165588,-0.218649,5.302370
AIZ_00504,Aizawl,23.667117,92.651609,514.170532,296.346588,745.278687,36.701996,50.510189,149.152786,0.127879,5.226129
AIZ_00505,Aizawl,23.671633,92.651597,398.045898,231.558105,577.359863,36.733814,49.728134,84.531769,0.037087,5.207850
AIZ_00506,Aizawl,23.676149,92.651585,317.340057,129.500000,550.808105,37.026817,56.937538,118.931358,-0.213203,5.403056
AIZ_00507,Aizawl,23.680665,92.651573,226.900360,130.310898,382.627655,34.848484,49.625278,280.896027,-0.250511,5.590303
AIZ_00508,Aizawl,23.685182,92.651561,288.369781,131.736176,459.946350,21.919931,51.782814,273.857056,0.057445,6.297953
AIZ_00509,Aizawl,23.689698,92.651549,359.782318,198.670151,504.195526,28.668411,60.248032,283.588440,-0.039324,6.075601
AIZ_00510,Aizawl,23.694214,92.651537,510.683289,262.393188,684.274475,28.771072,53.818977,316.453125,0.032307,5.584069
AIZ_00511,Aizawl,23.698730,92.651525,594.203735,466.664673,691.332764,21.652660,42.418404,254.488831,0.004286,5.954576
AIZ_00512,Aizawl,23.703246,92.651513,638.558716,542.702332,703.166992,23.554560,46.783180,122.937439,0.198834,5.322999
AIZ_00513,Aizawl,23.707763,92.651501,521.423279,433.555267,631.108459,13.820000,41.905277,181.418640,-0.001082,6.816661
AIZ_00514,Aizawl,23.712279,92.651489,326.589722,152.056686,493.649170,28.531603,46.525581,202.132263,0.050310,5.997894
AIZ_00515,Aizawl,23.716795,92.651477,204.074295,102.201622,378.443298,33.755226,54.699821,31.041231,-0.266659,5.832299
AIZ_00516,Aizawl,23.721311,92.651465,363.682037,198.683395,534.584290,33.583431,45.155815,71.546364,0.112523,5.507429
AIZ_00517,Aizawl,23.725828,92.651453,453.872803,259.560516,565.813843,26.023739,48.531021,76.705544,0.078119,5.780284
AIZ_00518,Aizawl,23.730344,92.651441,544.009888,392.903412,730.732361,25.733128,51.908539,55.279263,0.018216,5.621220
AIZ_00519,Aizawl,23.734860,92.651429,632.367981,480.676300,732.997742,27.281439,44.512749,87.528976,0.161713,5.337904
AIZ_00520,Aizawl,23.739376,92.651417,654.397339,526.234497,697.004883,16.013153,47.384434,191.071182,0.139819,5.739041
AIZ_00521,Aizawl,23.743892,92.651405,576.276306,482.785767,650.016296,21.404572,39.784138,203.789978,-0.052016,5.881203
AIZ_00522,Aizawl,23.748409,92.651393,526.977966,442.379974,589.916870,20.423849,42.249199,107.287727,-0.105572,5.805852
AIZ_00523,Aizawl,23.752925,92.651381,500.238007,392.288391,558.261902,17.109379,41.956287,106.589882,-0.043845,6.274404
AIZ_00524,Aizawl,23.757441,92.651369,486.737793,436.787323,537.010742,10.937279,35.980686,126.955681,0.093830,6.397785
AIZ_00525,Aizawl,23.761957,92.651357,446.401642,384.868439,491.427734,10.694802,19.460726,121.419075,-0.027633,6.791777
AIZ_00526,Aizawl,23.766473,92.651345,418.685638,359.626129,484.575531,12.296112,33.233051,107.885834,0.015536,6.326309
AIZ_00527,Aizawl,23.770990,92.651333,402.851257,352.638245,455.975128,12.578684,38.902428,122.538422,0.077585,6.121354
AIZ_00528,Aizawl,23.775506,92.651321,365.904236,316.812042,412.855896,14.345740,28.539148,141.511658,0.023545,5.930289
AIZ_00529,Aizawl,23.780022,92.651309,294.178223,231.718658,347.629547,18.071718,32.125507,119.233826,-0.171401,6.398705
AIZ_00530,Aizawl,23.784538,92.651297,295.528992,202.314850,359.116516,15.880485,32.066658,137.816376,0.110014,5.914864
AIZ_00531,Aizawl,23.789054,92.651285,252.275299,191.836441,288.438934,12.935938,33.375931,68.563675,0.010094,6.042549
AIZ_00532,Aizawl,23.793571,92.651273,254.567261,214.575928,284.754669,7.387676,18.328569,119.045982,0.018935,6.641825
AIZ_00533,Aizawl,23.798087,92.651261,207.459991,155.442200,274.579926,10.357163,21.657536,132.743851,-0.022853,6.431714
AIZ_00534,Aizawl,23.802603,92.651249,155.305008,112.065178,211.807983,8.260039,15.342462,136.978485,-0.001017,7.047476
AIZ_00535,Aizawl,23.807119,92.651237,114.820038,72.694534,151.292450,7.461141,20.830858,117.657120,-0.010400,7.186985
AIZ_00536,Aizawl,23.811635,92.651225,86.604401,56.000000,126.943855,11.250724,34.636028,139.753128,-0.075482,6.723450
AIZ_00537,Aizawl,23.816151,92.651213,80.430336,55.500000,120.088791,9.927846,32.187756,201.408463,0.024380,6.237045
AIZ_00538,Aizawl,23.820668,92.651201,106.303070,55.000000,249.356049,20.990309,38.465626,332.710388,-0.100548,5.831226
AIZ_00539,Aizawl,23.824918,92.651072,226.634842,137.506104,274.659058,16.589476,42.695690,85.673248,0.211019,5.682952
AIZ_00540,Aizawl,23.827441,92.648749,,,,,,,,
AIZ_00541,Aizawl,23.374908,92.657729,478.543762,415.528870,579.377991,20.057487,29.108755,278.531006,0.412601,4.986643
AIZ_00542,Aizawl,23.378082,92.657262,464.054504,383.003693,581.704346,23.616552,39.840263,255.818481,-0.004532,5.532659
AIZ_00543,Aizawl,23.382598,92.657250,343.540558,261.563263,472.422150,27.684242,40.723072,195.571304,-0.231554,5.547837
