area_id,area_name,cell_id,distance_to_cell_m,association_method,source
KOH_LOC_011,Phezhu,KOH_02151,1279.66,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02152,919.76,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02153,747.24,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02154,700.16,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02155,605.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02156,864.41,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02157,1277.39,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02158,1737.92,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02159,2216.46,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02162,2316.82,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02163,2206.02,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02164,2206.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02165,2318.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02167,2480.81,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02168,2214.77,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02169,2039.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02170,1727.33,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02171,1371.23,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02172,1131.74,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02173,1088.82,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02174,1262.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02175,1583.25,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02176,1980.66,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02177,1901.75,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02178,1422.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02179,966.81,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02180,591.41,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02181,518.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02182,831.77,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02183,1272.33,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02184,1746.32,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02185,2232.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02193,2149.25,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02194,1792.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02195,1520.34,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02196,1383.3,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02197,1421.03,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02198,1621.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02199,1934.67,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02200,2315.34,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02249,2058.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02250,1561.12,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02251,1068.36,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02252,591.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02253,249.7,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02254,528.04,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02255,999.58,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02256,1259.9,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02257,1572.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02258,1964.77,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02259,2352.67,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02260,2368.21,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02261,2105.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02262,1851.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02263,1710.77,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02264,1711.61,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02265,1853.65,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02266,2108.78,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02267,2104.15,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02268,1782.74,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02269,1559.65,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02270,1468.65,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02271,1026.45,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02272,673.93,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02273,599.01,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02274,875.96,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02275,1296.08,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02276,1759.59,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02277,2086.81,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02278,1661.89,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02279,1293.46,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02280,1043.1,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02281,1003.48,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02282,1195.83,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02283,1535.23,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02284,1946.31,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02285,2392.23,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02293,2498.4,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02294,2199.13,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02295,1983.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02296,1880.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02297,1908.45,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02298,2062.07,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02299,2316.37,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02347,2479.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02348,2261.85,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02349,2058.95,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02350,1561.86,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02351,1069.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02352,593.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02353,254.53,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02354,530.27,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02355,1000.73,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02356,1491.98,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_009,Jotsoma,KOH_02357,1952.1,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02358,1968.01,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02359,1855.27,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02360,1874.84,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02361,1729.99,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02362,1409.72,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02363,1218.99,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02364,1220.12,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02365,1412.5,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02366,1733.72,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02367,1788.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02368,1396.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02369,1097.2,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02370,980.93,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02371,851.76,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02372,354.95,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02373,174.83,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02374,662.61,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02375,1162.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02376,1663.76,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02377,2165.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02378,1999.68,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02379,1705.82,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02380,1524.72,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02381,1497.93,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02382,1633.02,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02383,1895.68,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02384,2241.59,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02395,2460.79,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02396,2378.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_070,Phekerkrie Bawe,KOH_02397,2400.67,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02446,2411.19,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02447,2068.06,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02448,1801.17,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02449,1647.97,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02450,1640.43,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02451,1282.61,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02452,923.86,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02453,752.13,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02454,884.34,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_011,Phezhu,KOH_02455,1225.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02456,1591.81,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02457,1792.51,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02458,1509.37,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02459,1359.21,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02460,1385.81,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02461,1431.96,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02462,1022.23,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02463,737.29,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02464,739.01,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02465,1026.04,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02466,1436.39,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02467,1571.32,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02468,1104.31,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02469,688.29,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02470,481.78,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02471,703.13,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02472,544.41,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02473,448.15,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02474,780.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02475,1233.55,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02476,1714.14,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02477,2204.21,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02478,2394.59,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02479,2155.24,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02480,2014.92,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02481,1994.7,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02482,2098.11,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02483,2308.43,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02496,2430.63,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02497,2402.05,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02498,2477.05,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02546,2107.35,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02547,1704.11,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02548,1367.98,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02549,1158.72,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02550,1147.99,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_018,Porter Lane,KOH_02551,1193.36,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02552,1229.71,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02553,876.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02554,726.41,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02555,889.6,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02556,1248.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02557,1455.01,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02558,1087.27,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02559,866.68,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02560,907.85,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02561,1183.7,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02562,775.42,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02563,315.8,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02564,319.78,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02565,780.19,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02566,1272.53,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02567,1495.8,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02568,993.9,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02569,492.11,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02570,20.41,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02571,512.52,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02572,982.46,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02573,932.54,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02574,1130.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02575,1480.03,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02576,1899.13,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02577,2351.02,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_073,Zhadima,KOH_02581,2492.54,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02594,2355.88,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02595,2098.57,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02596,1939.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02597,1903.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02598,1997.24,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02599,2204.25,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02600,2496.47,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_062,Phesama,KOH_02644,2478.79,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_062,Phesama,KOH_02645,2318.24,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_062,Phesama,KOH_02646,2260.13,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02647,1888.51,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02648,1424.62,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02649,998.45,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02650,684.25,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_026,Minister Hill,KOH_02651,665.91,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_018,Porter Lane,KOH_02652,705.9,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_004,Kohima,KOH_02653,885.75,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02654,540.29,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02655,227.4,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02656,561.62,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_019,Hospital Colony,KOH_02657,1040.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02658,1232.66,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02659,764.56,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02660,391.88,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02661,475.99,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_016,High School Colony,KOH_02662,896.35,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02663,809.89,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02664,392.94,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02665,396.03,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02666,814.44,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_002,Merima,KOH_02667,1293.69,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02668,1582.49,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02669,1120.11,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02670,713.47,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02671,516.95,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02672,727.64,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_084,Tsiesema Bawe,KOH_02673,1138.28,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02674,1427.2,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02675,1563.77,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02676,1832.42,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_083,Tsiese Basa,KOH_02677,2184.92,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02694,2356.32,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02695,1975.37,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02696,1660.06,nearest_centroid_max_2500m,OpenStreetMap Overpass API
KOH_LOC_069,Seiyhama,KOH_02697,1453.87,nearest_centroid_max_2500m,OpenStreetMap Overpass API
